District Name,District Code,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability
Plymouth,02390000,"     6,576",     4.7,     2.3,"     6,460",    97.3
Southeastern Regional Vocational Technical,08720000,       666,     3.2,     1.2,       663,    97.3
Abby Kelley Foster Charter Public (District),04450000,       282,     2.8,     1.1,       282,    97.2
Abington,00010000,"     1,803",     5.2,     3.3,"     1,759",    97.2
Bridgewater-Raynham,06250000,"     4,780",     4.9,     2.8,"     4,682",    97.2
Burlington,00480000,"     2,397",     4.7,     3.4,"     2,350",    97.2
Hamilton-Wenham,06750000,"     1,604",     4.0,     2.4,"     1,584",    97.2
Ma Academy for Math and Science,04680000,        36,     2.8,     0.0,        36,    97.2
River Valley Charter (District),04820000,       259,     4.6,     2.3,       254,    97.2
Shutesbury,02720000,       108,     4.6,     1.9,       106,    97.2
Whittier Regional Vocational Technical,08850000,       905,     3.4,     0.7,       899,    97.2
Brewster,00410000,       418,     4.3,     1.4,       412,    97.1
Easthampton,00860000,"     1,271",     6.5,     3.8,"     1,227",    97.1
Essex North Shore Agricultural and Technical School District,08170000,"     1,162",     3.4,     1.1,"     1,157",    97.1
Innovation Academy Charter (District),04350000,       595,     3.9,     1.3,       589,    97.1
Nahant,01960000,       146,     6.8,     4.8,       140,    97.1
Northampton,02100000,"     1,886",     5.6,     3.3,"     1,835",    97.1
Pelham,02300000,       104,     2.9,     1.9,       104,    97.1
Sabis International Charter (District),04410000,       318,     3.8,     1.9,       315,    97.1
Sandwich,02610000,"     2,374",     4.5,     2.3,"     2,335",    97.1
Shawsheen Valley Regional Vocational Technical,08710000,"     1,179",     3.2,     0.8,"     1,175",    97.1
Somerset,02730000,"     1,660",     5.4,     2.8,"     1,622",    97.1
Watertown,03140000,"     1,764",     6.0,     4.4,"     1,709",    97.1
Whitman-Hanson,07800000,"     3,438",     4.6,     2.9,"     3,381",    97.1
Blackstone-Millville,06220000,"     1,528",     5.7,     3.5,"     1,485",    97.0
Bristol County Agricultural,09100000,       428,     3.3,     0.5,       427,    97.0
Hampshire,06830000,       681,     4.0,     1.9,       674,    97.0
Holland,01350000,       213,     8.0,     6.1,       202,    97.0
Ludlow,01610000,"     2,213",     4.5,     2.0,"     2,178",    97.0
Montachusett Regional Vocational Technical,08320000,"     1,098",     3.5,     0.8,"     1,093",    97.0
Northern Berkshire Regional Vocational Technical,08510000,       474,     3.4,     1.1,       472,    97.0
Rochester,02500000,       473,     4.9,     3.2,       464,    97.0
Southwick-Tolland-Granville Regional School District,07660000,"     1,407",     5.3,     3.1,"     1,374",    97.0
Wachusett,07750000,"     6,299",     4.2,     3.0,"     6,220",    97.0
Westport,03310000,"     1,344",     4.9,     2.4,"     1,317",    97.0
Central Berkshire,06350000,"     1,481",     5.8,     3.1,"     1,441",    96.9
Dracut,00790000,"     2,761",     5.7,     3.2,"     2,694",    96.9
Lunenburg,01620000,"     1,459",     5.4,     3.0,"     1,424",    96.9
Norfolk County Agricultural,09150000,       509,     3.3,     0.4,       508,    96.9
Southborough,02760000,       904,     4.6,     3.4,       890,    96.9
Boston Collegiate Charter (District),04490000,       320,     5.3,     3.8,       313,    96.8
Ipswich,01440000,"     1,537",     5.1,     2.9,"     1,509",    96.8
Maynard,01740000,"     1,084",     4.9,     2.0,"     1,065",    96.8
Westfield,03250000,"     4,177",     5.8,     2.9,"     4,084",    96.8
Brookline,00460000,"     4,303",     4.6,     2.2,"     4,246",    96.7
Fairhaven,00940000,"     1,796",     5.8,     3.4,"     1,752",    96.7
Greater New Bedford Regional Vocational Technical,08250000,"     1,366",     3.4,     0.2,"     1,365",    96.7
Hudson,01410000,"     2,126",     5.5,     2.9,"     2,080",    96.7
