District Name,District Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Martha's Vineyard,07000000,,,,,,,,,,   1.1,   2.6,   1.2,   1.6
Martha's Vineyard Charter (District),04660000,  15.4,   5.9,   0.0,   8.3,   5.9,  12.5,   6.7,   5.3,  70.0,,   6.3,  28.6,  15.4
Martin Luther King Jr. Charter School of Excellence (District),04920000,  10.8,   1.7,   3.4,   3.2,   3.3,,,,,,,,   4.6
Masconomet,07050000,,,,,,,,   3.4,  20.4,   3.1,   4.8,   2.1,   7.1
Mashpee,01720000,  12.1,  10.5,  11.1,   8.8,   8.3,   5.1,   8.9,   4.8,  20.9,   2.5,   3.6,   0.9,   7.9
Mattapoisett,01730000,   3.8,   3.4,  10.0,   3.6,   7.9,   5.6,,,,,,,   5.8
Maynard,01740000,   9.0,  14.6,   2.7,   3.1,   6.1,  19.5,  11.0,   4.2,  26.2,   4.2,   5.4,   1.3,   8.8
Medfield,01750000,   9.1,   4.7,   2.7,   3.0,   1.9,   3.6,   6.3,   2.2,   8.1,   2.0,   3.6,   2.0,   4.1
Medford,01760000,  15.9,   7.8,   8.1,   8.4,   7.9,   9.5,   6.6,   3.9,   7.8,   2.6,   2.9,   2.0,   7.0
Medway,01770000,   5.4,   4.7,   7.1,   4.0,   2.9,   3.0,   4.4,   3.5,  17.6,   1.3,   1.7,   3.2,   4.9
Melrose,01780000,   9.1,   6.3,   9.0,   3.9,   6.1,   9.6,   5.2,   4.7,  17.2,   4.1,   2.1,   2.1,   6.7
Mendon-Upton,07100000,   7.8,   5.7,   3.6,   8.5,   4.4,   4.4,   3.1,   1.4,  27.1,   2.0,   1.2,   1.9,   6.2
Methuen,01810000,   7.4,   9.2,   8.7,   7.2,   6.0,   6.8,   6.6,   4.0,  29.5,   3.5,   4.2,   3.3,   8.2
Middleborough,01820000,  13.2,  10.4,   9.5,  10.4,   5.6,   4.4,   3.8,   2.7,  24.1,   2.8,   1.0,   2.2,   7.8
Middleton,01840000,   2.3,   8.5,   9.4,   7.1,   6.0,   6.7,,,,,,,   6.7
Milford,01850000,   7.5,  10.7,   5.8,   6.3,   7.1,   6.1,   2.9,   3.6,  18.5,   4.3,   5.2,   6.1,   7.0
Millbury,01860000,   8.0,   8.3,   8.3,  11.3,   9.5,   9.9,  11.9,   2.6,  18.5,   4.7,   0.0,   0.0,   7.9
Millis,01870000,   8.8,   3.9,   4.2,   2.5,   6.0,   1.0,   2.6,   4.2,  14.6,   2.6,   2.8,   3.2,   4.8
Milton,01890000,   6.2,   3.5,   3.1,   4.0,   4.9,  10.6,  14.9,   6.5,   9.8,   3.7,   1.4,   0.7,   5.9
Minuteman Regional Vocational Technical,08300000,,,,,,,,,,   5.3,   4.7,   1.4,   3.9
Mohawk Trail,07170000,  20.4,  13.6,  15.5,  11.8,  10.9,  14.1,  26.8,  12.3,  49.3,  15.2,   8.2,   5.8,  17.3
Monomoy Regional School District,07120000,  12.5,  11.3,  14.1,   6.2,   4.8,   9.8,   2.2,   4.4,  22.7,   5.5,   2.3,   0.8,   8.0
Monson,01910000,  12.5,   2.9,   6.3,   5.9,   3.9,   1.3,   6.8,   5.1,  39.7,   0.0,   1.5,   3.3,   7.7
Montachusett Regional Vocational Technical,08320000,,,,,,,,,,   4.6,   3.2,   0.6,   2.8
Mount Greylock,07150000,  13.4,  10.8,  11.9,   6.3,   5.4,   9.3,  13.0,   9.0,  17.1,   2.4,   8.0,   1.2,   9.2
Mystic Valley Regional Charter (District),04700000,   2.0,   3.9,   1.3,   4.7,   3.1,   5.6,   2.0,   5.3,   9.1,   3.3,   6.1,   1.1,   3.9
Nahant,01960000,   0.0,   0.0,   6.7,  23.8,  17.4,   0.0,,,,,,,   9.3
Nantucket,01970000,   4.8,  10.5,   9.9,   8.7,   5.1,   2.9,   3.9,   3.2,   8.4,   2.1,   2.9,   5.3,   5.5
Narragansett,07200000,  13.2,  11.5,  10.8,   8.5,   7.3,   8.4,  10.5,   3.4,  27.8,  15.4,   9.9,   6.3,  11.2
Nashoba,07250000,   7.4,   7.2,   2.3,   5.7,   7.0,   5.8,   5.9,   4.4,  24.0,   2.5,   4.5,   2.1,   6.8
Nashoba Valley Regional Vocational Technical,08520000,,,,,,,,,,   4.4,   2.7,   0.6,   2.6
Natick,01980000,   8.2,   3.8,   6.7,   4.2,   4.2,   5.4,   4.0,   2.7,   7.2,   4.1,   1.8,   0.2,   4.4
Nauset,06600000,,,,,,,   4.4,   3.9,  22.9,   5.0,   3.2,   2.6,   6.7
Needham,01990000,   7.9,   6.9,   5.9,   5.7,   6.7,   9.3,   9.5,   5.4,   5.9,   3.2,   2.9,   1.2,   5.9
Neighborhood House Charter (District),04440000,   7.7,   0.0,   0.0,  11.4,  18.2,   9.0,  22.4,   7.2,  27.1,  11.4,   3.3,   0.0,  10.7
New Bedford,02010000,   5.8,   6.7,   4.8,   4.6,  13.5,  13.6,   4.5,   4.4,  30.9,   3.7,   3.7,   6.0,   8.9
New Heights Charter School of Brockton (District),35130000,,,,,,,   4.3,   1.7,  21.4,  16.0,   1.9,   2.4,   7.8
New Salem-Wendell,07280000,   5.0,   4.3,   6.7,   0.0,   0.0,   6.7,,,,,,,   3.7
Newburyport,02040000,  17.8,   7.0,   9.3,   3.6,   5.4,   4.0,   4.2,   3.5,  13.6,   2.8,   2.2,   0.5,   6.0
Newton,02070000,  11.4,  10.7,  10.0,   7.4,   8.2,  10.6,   6.7,   5.4,   8.2,   4.8,   3.3,   2.5,   7.3
Norfolk,02080000,   3.8,   4.6,   4.2,   0.8,   5.2,   4.3,,,,,,,   3.8
Norfolk County Agricultural,09150000,,,,,,,,,,   4.2,   0.0,   2.3,   2.1
North Adams,02090000,  13.6,  10.2,   7.1,   6.9,   7.1,  15.6,  13.4,   5.6,  38.1,   7.6,   4.5,   5.6,  12.0
North Andover,02110000,   7.8,   6.6,   5.2,   1.8,   2.6,   6.3,   3.4,   3.9,  15.2,   4.0,   2.2,   0.8,   5.0
North Attleborough,02120000,   8.2,   6.6,   5.7,   6.1,   4.8,   6.7,   5.0,   4.5,  27.3,   3.0,   3.3,   0.4,   7.2
North Brookfield,02150000,  14.6,  28.2,  15.4,  12.2,   8.8,   2.8,  16.7,   5.0,  21.7,  25.8,   6.1,   7.7,  14.3
North Middlesex,07350000,  12.1,   9.8,   9.8,  13.1,   8.1,   8.4,   6.2,   5.5,  29.2,   2.9,   3.8,   2.4,   9.6
North Reading,02170000,   3.1,   4.0,   2.9,   1.8,   2.1,   6.6,   4.1,   1.6,  19.5,   1.1,   4.1,   1.1,   4.2
Northampton,02100000,  10.4,   7.1,   9.0,   4.6,   6.2,   6.7,   7.2,   4.2,  19.9,   4.9,   4.2,   0.5,   7.0
Northampton-Smith Vocational Agricultural,04060000,,,,,,,,,,   2.8,   1.7,   1.6,   2.1
Northboro-Southboro,07300000,,,,,,,,,,   2.2,   6.8,   1.3,   3.3
Northborough,02130000,   7.5,   6.2,   4.2,   6.2,   4.1,   7.5,   5.0,   4.3,,,,,   5.6
Northbridge,02140000,   9.6,   7.6,  11.3,   8.8,   3.3,   2.3,   4.2,   6.6,  31.3,   6.6,   4.7,   4.2,   8.5
Northeast Metropolitan Regional Vocational Technical,08530000,,,,,,,,,,   6.0,   2.4,   1.0,   3.2
Northern Berkshire Regional Vocational Technical,08510000,,,,,,,,,,   1.4,   6.2,   0.0,   2.6
Norton,02180000,   4.8,   4.7,   2.8,   5.3,   0.6,   1.6,   3.4,   2.0,  18.8,   2.3,   1.2,   1.2,   4.1
Norwell,02190000,   3.6,   3.3,   4.9,   2.6,   6.3,   4.3,   4.2,   4.9,   6.1,   3.8,   3.1,   0.0,   3.9
Norwood,02200000,   8.0,  10.1,   7.7,   8.1,   9.0,   6.3,   5.9,   9.5,  22.4,   4.2,   3.5,   1.3,   8.1
Oak Bluffs,02210000,   5.6,  12.5,  13.3,   8.3,   7.3,   6.0,   7.7,   2.0,,,,,   7.6
Old Colony Regional Vocational Technical,08550000,,,,,,,,,,   0.7,   0.0,   0.8,   0.5
Old Rochester,07400000,,,,,,,,   2.8,  33.3,   3.5,   3.5,   0.0,   9.1
Old Sturbridge Academy Charter Public School (District),35150000,   2.5,   0.0,   0.0,   0.0,   7.5,   2.5,,,,,,,   2.1
Orange,02230000,  12.7,   2.9,  13.4,   9.9,  11.1,   3.3,,,,,,,   9.0
Orleans,02240000,  21.7,  18.2,  14.3,  10.5,   5.3,,,,,,,,  13.2
Oxford,02260000,  11.7,   6.0,   9.4,   8.5,   7.6,   3.3,  10.0,   6.8,  28.1,   8.8,   5.2,   1.1,   9.4
Palmer,02270000,  11.0,   6.9,   5.6,   6.3,   5.9,   8.7,   7.1,   4.2,  47.9,  10.1,   5.1,   1.3,  10.8
Pathfinder Regional Vocational Technical,08600000,,,,,,,,,,   6.3,   1.3,   1.4,   3.1
Paulo Freire Social Justice Charter School (District),35010000,,,,,,,,,,   8.1,  12.7,  10.5,  10.3
Peabody,02290000,   9.3,   5.4,   8.0,   8.8,   7.2,   6.8,   3.8,   5.4,  23.6,   3.4,   2.3,   0.8,   7.4
Pelham,02300000,  41.7,  20.0,  13.3,  10.0,  17.6,  17.6,,,,,,,  18.8
Pembroke,02310000,   7.5,   9.0,   3.7,   4.4,   4.2,   0.9,   4.0,   1.8,  16.1,   2.9,   3.4,   1.4,   4.9
Pentucket,07450000,  12.6,   6.7,  10.1,   9.0,   8.5,   3.3,   4.8,   4.9,  24.9,   3.1,   2.7,   3.0,   7.8
Petersham,02340000,  14.3,   4.5,   0.0,  10.0,  16.7,   5.0,,,,,,,   9.2
Phoenix Academy Public Charter High School Lawrence (District),35180000,,,,,,,,,,   2.5,   0.0,,   2.2
Phoenix Academy Public Charter High School Springfield (District),35080000,,,,,,,,,,   6.3,   0.0,  10.3,   6.3
Phoenix Charter Academy (District),04930000,,,,,,,,,,   4.0,   0.0,   0.0,   3.2
Pioneer Charter School of Science (District),04940000,   1.8,   0.0,   1.6,   0.0,   4.6,   3.1,   4.7,   3.4,  13.6,   5.0,   6.8,   1.9,   3.8
Pioneer Charter School of Science II (PCSS-II) (District),35060000,,,,,,,,   1.5,  22.2,   6.2,   1.6,   3.6,   7.1
Pioneer Valley,07500000,  18.9,  16.7,  24.2,  20.0,  13.5,  20.6,  16.3,   3.3,  43.1,  13.5,   4.0,   7.5,  17.9
Pioneer Valley Chinese Immersion Charter (District),04970000,   4.5,   4.4,   6.8,  20.5,   2.3,   4.3,  20.3,   0.0,  27.5,   8.0,   2.4,   0.0,   8.9
Pioneer Valley Performing Arts Charter Public (District),04790000,,,,,,,,   6.9,  20.6,  13.4,  12.7,   6.6,  12.1
Pittsfield,02360000,   9.0,   5.7,   3.8,   7.1,   7.2,  18.9,   6.5,   5.6,   4.3,   3.0,   3.2,   2.8,   6.5
Plainville,02380000,   6.7,  10.2,   8.7,  11.7,   4.5,   6.7,,,,,,,   8.1
Plymouth,02390000,   8.3,   6.9,   7.0,   6.8,  13.5,   5.7,   4.3,   2.6,   6.2,   2.9,   2.5,   1.6,   5.6
Plympton,02400000,  10.3,  13.8,  12.1,   0.0,   2.6,   9.5,,,,,,,   8.1
Prospect Hill Academy Charter (District),04870000,   6.2,   4.9,   6.7,   5.5,   5.7,  11.2,   5.3,   8.5,  15.2,   5.4,   6.9,   1.4,   7.0
Provincetown,02420000,  22.2,   0.0,  10.0,  18.2,  18.8,   0.0,  11.8,   9.1,,,,,  11.3
Quabbin,07530000,  14.1,  11.0,   9.0,   7.0,   7.9,  11.7,   4.6,   5.7,  24.9,   8.0,   4.9,   1.9,   9.5
Quaboag Regional,07780000,   9.0,  21.3,   9.9,   8.6,   6.4,   5.8,  18.2,   6.0,  20.0,   4.8,   3.8,   0.0,   9.6
Quincy,02430000,   8.4,   6.6,   4.7,   6.1,   4.1,   6.3,   4.3,   2.6,   6.3,   3.8,   1.9,   1.1,   4.7
Ralph C Mahar,07550000,,,,,,,,   3.1,  36.1,   9.1,   3.4,   5.2,  11.4
Randolph,02440000,   8.9,   8.2,   7.5,   5.8,  12.4,  15.4,   7.9,   6.7,  37.7,   7.6,   8.0,   3.8,  10.9
Reading,02460000,   5.7,   8.3,   4.4,   5.0,   6.7,   7.8,   4.4,   3.4,  13.2,   2.3,   1.7,   0.9,   5.4
Revere,02480000,   7.6,   8.2,   6.4,   7.8,   5.8,   6.2,   4.8,   4.6,  19.6,   7.0,   5.2,   5.1,   7.4
Richmond,02490000,  26.3,  25.0,   0.0,  13.3,   0.0,  37.5,  15.4,   5.3,,,,,  15.0
Rising Tide Charter Public (District),04830000,,,,,,   5.9,   4.4,   6.5,  49.4,  20.8,   1.4,   0.0,  13.2
River Valley Charter (District),04820000,   2.9,   3.1,   9.4,   3.0,   9.4,  15.2,   5.9,   6.3,,,,,   6.9
Rochester,02500000,   8.9,   7.7,  11.5,   0.0,  10.6,   5.7,,,,,,,   7.7
Rockland,02510000,   9.9,   9.5,   6.2,   6.1,   8.8,   3.6,   5.6,   2.6,  19.5,   4.6,   1.4,   2.9,   6.8
Rockport,02520000,  13.0,  11.8,   7.3,  17.7,   7.4,  12.1,   4.3,   3.0,  16.0,   4.8,   1.8,   3.0,   8.5
Rowe,02530000,   0.0,,   0.0,   0.0,,  38.5,,,,,,,  11.1
Roxbury Preparatory Charter (District),04840000,,,,,,  11.8,  15.0,   6.3,  35.2,  18.6,   4.8,   6.5,  15.2
Sabis International Charter (District),04410000,   1.0,   4.4,   2.7,   7.6,   3.1,  14.3,   6.2,   6.9,  21.2,   8.4,   2.0,   2.9,   7.1
Salem,02580000,  10.5,   7.6,  12.1,   6.2,   6.7,  24.4,   6.5,   5.1,  30.7,   4.5,   2.3,   6.0,  10.5
Salem Academy Charter (District),04850000,,,,,,,   0.0,   2.9,  19.4,   5.0,   0.0,   0.0,   4.7
Sandwich,02610000,  13.4,   6.9,  12.7,  13.1,   8.4,   8.1,   3.4,   2.3,  38.0,   5.9,   3.1,   1.3,  10.2
Saugus,02620000,  11.7,  10.3,   5.4,   8.3,   5.4,   9.6,  10.0,   6.9,  18.1,   4.3,   3.4,   4.0,   8.2
Savoy,02630000,  85.7,,  10.0,   0.0,  37.5,  25.0,,,,,,,  29.8
Scituate,02640000,   8.1,   4.3,   8.5,   3.9,   3.8,   3.7,   5.2,   4.0,   9.4,   0.5,   1.9,   0.4,   4.5
Seekonk,02650000,   8.9,   6.7,   7.4,   2.4,   3.3,   2.7,   3.4,   2.2,  22.9,   3.5,   1.2,   0.0,   5.4
Sharon,02660000,   9.5,   5.8,   6.0,   5.4,   4.7,   2.8,   4.4,   1.7,   8.0,   3.5,   3.6,   1.9,   4.7
Shawsheen Valley Regional Vocational Technical,08710000,,,,,,,,,,   0.3,   1.5,   0.3,   0.7
Sherborn,02690000,  10.9,   5.0,  11.3,   5.5,   3.4,,,,,,,,   7.1
Shrewsbury,02710000,   5.8,   7.6,   5.3,   4.8,   2.6,   5.6,   5.3,   3.1,  15.7,   2.1,   4.0,   0.2,   5.3
Shutesbury,02720000,   5.6,   0.0,  42.9,  21.1,   0.0,   0.0,,,,,,,  11.5
Silver Lake,07600000,,,,,,,,   3.0,   5.3,   3.5,   2.6,   2.2,   3.3
Sizer School: A North Central Charter Essential (District),04740000,,,,,,,,   7.1,  32.4,   3.3,   7.7,   1.9,  11.7
Somerset,02730000,  10.6,  10.2,   9.4,   8.4,   6.2,   5.6,   3.6,   2.4,,,,,   6.8
Somerset Berkley Regional School District,07630000,,,,,,,,,,   3.6,   4.3,   0.8,   2.9
Somerville,02740000,  11.3,  10.9,  10.0,   9.8,   7.3,   7.4,   6.3,   4.9,   8.5,   3.7,   4.2,   2.9,   7.5
South Hadley,02780000,  15.3,   9.2,  10.2,   7.4,   9.0,  10.2,   8.5,   2.7,  10.4,   2.1,   4.3,   3.4,   7.6
South Middlesex Regional Vocational Technical,08290000,,,,,,,,,,   5.7,   2.8,   4.3,   4.2
South Shore Charter Public (District),04880000,  10.5,   4.9,   2.5,   7.6,   9.8,   6.3,   8.6,   7.7,  20.5,   4.7,   9.7,   5.1,   8.1
South Shore Regional Vocational Technical,08730000,,,,,,,,,,   1.8,   3.0,   0.0,   1.6
Southampton,02750000,   6.8,  11.1,   8.6,   3.9,  10.0,  10.5,,,,,,,   8.3
Southborough,02760000,   6.3,  10.7,   8.0,   2.5,   7.4,   8.3,   6.3,   4.5,,,,,   6.7
Southbridge,02770000,  12.4,   9.6,   6.9,   7.1,   8.5,   5.8,   8.2,   7.3,  30.4,   5.3,   6.3,   6.9,   9.9
Southeastern Regional Vocational Technical,08720000,,,,,,,,,,   3.1,   2.2,   0.5,   2.0
Southern Berkshire,07650000,  14.6,   8.9,   3.0,   9.3,  17.3,   2.3,  15.0,   0.0,  22.0,   1.8,   5.7,   3.9,   8.4
Southern Worcester County Regional Vocational Technical,08760000,,,,,,,,,,   4.3,   1.7,   0.7,   2.3
Southwick-Tolland-Granville Regional School District,07660000,  10.0,  12.4,  10.0,  11.9,   5.3,   4.7,   4.9,   1.6,   9.6,   2.0,   2.5,   3.9,   6.4
Spencer-E Brookfield,07670000,   9.9,   7.1,   6.6,   6.1,   6.5,   3.7,  13.3,   4.3,  32.3,   6.3,   1.5,   3.3,   9.3
Springfield,02810000,   5.1,   5.4,   5.3,   4.9,   9.8,  15.5,   5.3,   4.8,   5.4,   5.0,   3.8,   2.7,   6.2
Springfield Preparatory Charter School (District),35100000,   0.0,   1.9,   0.0,   1.9,   1.9,   9.3,,,,,,,   2.5
Stoneham,02840000,   7.3,   6.7,   7.6,   3.8,   7.0,   8.2,   6.1,   4.0,  18.8,   3.4,   2.8,   0.6,   6.4
Stoughton,02850000,  10.4,   8.1,   6.9,   7.2,   4.2,   6.2,   3.7,   3.4,  13.3,   5.7,   0.8,   1.9,   6.1
Sturbridge,02870000,   6.4,   6.0,   7.1,   1.7,   4.3,   8.5,,,,,,,   5.6
Sturgis Charter Public (District),04890000,,,,,,,,,,   6.0,   1.8,   0.5,   2.9
Sudbury,02880000,   6.4,   6.1,   4.5,   4.3,   8.1,   7.0,   5.0,   4.6,,,,,   5.7
Sunderland,02890000,  15.4,  13.8,   3.7,  10.0,   8.1,  29.4,,,,,,,  12.0
Sutton,02900000,  10.8,   6.7,   9.7,  12.4,   1.8,   3.8,  10.8,   3.3,  28.4,   0.0,   4.1,   1.1,   8.0
Swampscott,02910000,   6.7,   7.6,   7.1,   8.9,   4.5,   3.8,   7.1,   4.8,  15.3,   1.9,   1.6,   0.5,   5.8
Swansea,02920000,   6.0,   6.8,   7.2,   6.6,   2.8,   2.3,   4.5,   3.2,  21.7,   6.9,   0.8,   1.5,   6.3
TEC Connections Academy Commonwealth Virtual School District,39020000,  11.1,   7.5,  21.2,  10.4,  11.4,   8.6,  18.2,  15.0,  38.5,  21.3,  18.7,  20.4,  20.6
Tantasqua,07700000,,,,,,,,   5.5,   5.6,   1.3,   1.7,   0.7,   2.9
Taunton,02930000,   7.5,   7.2,   6.6,   5.4,   5.7,   4.9,   4.6,   5.4,  22.1,   4.2,   2.5,   2.5,   6.8
Tewksbury,02950000,   8.1,   8.0,   4.6,   6.0,   8.4,   3.2,   4.6,   3.9,  34.8,   2.1,   1.3,   0.5,   7.6
Tisbury,02960000,   9.1,   8.0,   8.3,   6.9,  17.6,   4.3,  18.2,   6.1,,,,,  10.5
Topsfield,02980000,   8.9,  12.3,   4.7,   4.5,   4.9,   3.3,,,,,,,   6.3
Tri-County Regional Vocational Technical,08780000,,,,,,,,,,   2.2,   4.4,   2.6,   3.1
Triton,07730000,  11.1,   8.0,  11.0,   6.7,   8.4,  11.7,   8.8,   1.1,  23.0,   2.6,   3.9,   1.3,   8.2
Truro,03000000,   8.3,   6.3,  13.3,  13.3,   0.0,,,,,,,,   7.9
Tyngsborough,03010000,   8.7,   7.8,   5.2,   2.7,  16.0,   5.0,   4.0,   1.7,  22.2,   0.0,   1.6,   0.9,   6.3
UP Academy Charter School of Boston (District),04800000,,,,,,,  18.9,  10.7,,,,,  14.7
UP Academy Charter School of Dorchester (District),35050000,  10.2,  11.9,   7.5,   8.3,   8.1,   9.7,  17.3,   7.4,,,,,  10.2
Up-Island Regional,07740000,   5.7,   2.1,   7.3,   7.1,   6.8,  13.5,   5.6,   7.7,,,,,   7.0
Upper Cape Cod Regional Vocational Technical,08790000,,,,,,,,,,   7.3,   2.2,   0.6,   3.3
Uxbridge,03040000,  10.4,  12.0,   5.6,   9.6,   4.1,   3.6,   8.0,   0.7,  23.8,   1.6,   3.0,   1.7,   7.3
Veritas Preparatory Charter School (District),04980000,,,,,,   3.5,   3.5,   1.3,,,,,   2.9
Wachusett,07750000,  12.6,   9.2,   9.5,   9.7,   4.7,   5.7,   8.6,   4.0,  22.5,   2.9,   3.8,   3.5,   8.2
Wakefield,03050000,   8.8,   7.7,   4.2,   4.8,   2.3,   2.6,   3.8,   1.9,  27.7,   4.6,   4.3,   0.8,   6.1
Wales,03060000,   6.3,   7.7,  14.3,   0.0,   4.3,  11.8,,,,,,,   7.3
Walpole,03070000,   5.4,   5.7,   4.3,   8.5,   4.7,   5.4,   7.7,   4.1,  20.8,   3.1,   1.8,   0.8,   6.2
Waltham,03080000,   8.2,   5.9,   8.2,   6.7,   7.1,   8.8,   4.3,   5.4,   9.6,   5.7,   5.5,   4.5,   6.7
Ware,03090000,  12.5,   8.0,   8.3,  10.0,   7.7,   5.0,   8.4,   3.5,  23.9,   1.4,   4.6,   0.0,   8.3
Wareham,03100000,   7.4,   9.5,  12.0,  10.3,   7.7,   2.3,   3.7,   6.0,  35.3,   9.4,  11.8,   5.6,  10.2
Watertown,03140000,  13.0,  12.2,  11.9,   9.1,   3.6,   9.0,   6.8,   2.9,  14.7,   8.9,   5.0,   1.1,   8.4
Wayland,03150000,   6.8,   4.3,   7.6,   3.3,   4.1,   1.6,   5.3,   2.9,   6.1,   3.9,   2.5,   1.3,   4.2
Webster,03160000,  14.8,  12.6,   9.2,   7.3,  11.6,  11.0,  13.6,   6.5,  37.5,   5.8,   3.8,   2.0,  11.4
Wellesley,03170000,  16.8,  10.5,  10.3,  12.3,   9.5,  14.1,   9.5,   4.2,   9.1,   4.5,   4.0,   2.3,   8.8
Wellfleet,03180000,  21.1,   0.0,  13.3,   0.0,   6.7,,,,,,,,   8.1
West Boylston,03220000,   7.7,  17.6,   6.7,   6.2,   9.4,   3.5,   2.9,   6.6,  25.4,   5.8,   1.2,   0.0,   7.7
West Bridgewater,03230000,   2.1,   2.7,   4.5,   2.1,   0.0,   2.3,   2.8,   2.7,  18.3,   2.9,   1.9,   1.0,   3.7
West Springfield,03320000,   8.2,   3.4,   8.5,  10.0,   6.4,  10.9,   5.6,   4.9,   6.2,   7.3,   3.3,   2.1,   6.4
Westborough,03210000,   7.1,   5.4,   7.8,   8.2,   4.9,   4.8,   7.0,   4.2,  10.9,   4.1,   4.7,   1.9,   5.9
Westfield,03250000,  13.3,   8.1,   9.0,   6.3,   3.9,   8.5,   6.0,   2.9,   8.1,   3.4,   3.4,   1.7,   6.1
Westford,03260000,   8.8,   6.8,   5.6,   5.5,   4.3,   3.6,   2.8,   5.6,   7.1,   3.0,   2.3,   1.6,   4.5
Westhampton,03270000,  15.4,  33.3,  10.0,   5.0,   5.9,   0.0,,,,,,,  10.5
Weston,03300000,   7.1,   7.1,  12.6,   8.9,   7.6,  12.4,   6.7,   3.9,  10.8,  10.6,   6.1,   0.6,   7.7
Westport,03310000,  11.8,  10.1,  13.1,   8.8,   4.9,   6.9,   8.2,   4.8,  44.1,  12.3,   2.7,   3.5,  11.9
Westwood,03350000,   2.3,   1.9,   2.3,   2.0,   4.0,   1.3,   5.9,   4.8,   6.0,   3.1,   1.2,   0.4,   2.9
Weymouth,03360000,   7.2,   6.9,   6.4,   7.6,   7.0,   6.8,   5.7,   6.5,   7.3,   3.0,   2.9,   2.1,   5.7
Whately,03370000,   6.3,   0.0,   7.1,  21.1,   8.3,   0.0,,,,,,,   7.7
Whitman-Hanson,07800000,   8.2,   6.5,   8.7,   5.2,   5.1,   5.8,   3.9,   2.5,  27.2,   3.5,   3.8,   2.1,   6.9
Whittier Regional Vocational Technical,08850000,,,,,,,,,,   3.4,   2.0,   0.7,   2.2
Williamsburg,03400000,  36.8,   5.0,  29.4,   5.9,   8.0,   0.0,,,,,,,  13.7
Wilmington,03420000,  13.0,  11.5,   6.5,  10.5,   7.5,   9.1,   7.3,   6.1,  36.9,   1.0,   3.9,   0.0,   9.9
Winchendon,03430000,  19.4,  18.3,  14.2,   7.5,  13.0,   9.1,  10.5,   5.1,  32.9,  12.3,   1.3,   4.7,  12.5
Winchester,03440000,   8.5,   7.2,   6.3,   5.0,   4.9,   6.8,   6.5,   3.7,  10.4,   4.5,   3.8,   1.1,   5.7
Winthrop,03460000,   3.8,   7.7,   6.2,   6.5,   4.4,   5.0,   3.6,   3.8,  19.9,   7.1,   4.9,   6.0,   6.6
Woburn,03470000,  10.3,   7.2,   6.8,   6.6,   6.1,   7.6,   6.4,   4.5,  16.4,   4.1,   2.9,   1.6,   6.7
Worcester,03480000,   9.6,   6.4,   5.5,   5.5,   6.1,   4.9,   9.1,   4.9,   5.4,   4.0,   3.4,   1.8,   5.6
Worthington,03490000,  30.0,  22.2,  20.0,  11.1,   0.0,  50.0,,,,,,,  22.6
Wrentham,03500000,   5.6,   3.8,   2.3,   2.4,   2.5,   4.5,,,,,,,   3.5
