School Name,School Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Easton - Center School,00880003,   8.9,   7.9,,,,,,,,,,,   8.5
Easton - Easton Middle School,00880405,,,,,,,   3.6,   3.0,,,,,   3.3
Easton - Moreau Hall,00880020,  21.1,   9.9,,,,,,,,,,,  15.1
Easton - Oliver Ames High,00880505,,,,,,,,,,   1.8,   1.7,   3.2,   2.2
Easton - Parkview Elementary,00880015,   5.1,  11.0,,,,,,,,,,,   8.4
Easton - Richardson Olmsted School,00880025,,,,   5.2,   1.9,,,,,,,,   3.5
Edgartown - Edgartown Elementary,00890005,   4.5,   4.3,   7.7,  12.2,  10.0,  16.7,  19.0,   5.0,,,,,  10.2
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,,,,,,,,,,   6.9,   2.1,   2.2,   3.8
Erving - Erving Elementary,00910030,   5.9,   6.3,   0.0,   0.0,   4.8,   0.0,,,,,,,   3.5
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,,,,,,,,,,   2.7,   2.3,   0.6,   1.9
Everett - Adams School,00930003,,,,,,,,,,,,,
Everett - Devens School,00930030,,,,,  14.3,,  10.0,   0.0,   0.0,   0.0,   0.0,,   6.9
Everett - Everett High,00930505,,,,,,,,,,   3.7,   4.3,   2.0,   3.4
Everett - George Keverian School,00930028,  11.8,  10.0,   4.7,   6.9,   7.0,   4.9,   1.7,   6.4,,,,,   6.4
Everett - Lafayette School,00930038,   6.6,   9.1,   5.8,   7.2,   7.3,   3.6,   4.4,   5.8,,,,,   6.1
Everett - Madeline English School,00930018,   3.8,   6.2,   3.2,  12.6,   6.8,   4.8,  13.3,   5.4,,,,,   7.1
Everett - Parlin School,00930058,   5.6,   8.3,   4.7,   6.3,   7.1,   5.3,   3.0,   7.3,,,,,   6.0
Everett - Sumner G. Whittier School,00930010,   4.2,   9.5,   2.9,  13.8,   7.6,   6.5,  16.3,  10.8,,,,,   9.2
Everett - Webster Extension,00930001,,,,,,,,,,,,,
Everett - Webster School,00930015,  14.5,   8.7,  11.9,  12.7,   4.8,,,,,,,,  11.1
Excel Academy Charter (District) - Excel Academy Charter School,04100205,,,,,,   2.3,   2.3,   2.3,   9.2,   2.9,   3.0,   0.6,   3.3
Fairhaven - East Fairhaven,00940010,   7.7,  13.2,  12.5,   2.8,   5.6,,,,,,,,   7.9
Fairhaven - Fairhaven High,00940505,,,,,,,,,,   1.6,   2.5,   1.1,   1.7
Fairhaven - Hastings Middle,00940305,,,,,,,   4.6,   3.5,,,,,   4.0
Fairhaven - Leroy Wood,00940030,   5.3,   5.5,   5.2,   6.9,   8.8,,,,,,,,   6.4
Fall River - B M C Durfee High,00950505,,,,,,,,,,   3.9,   2.9,   4.0,   3.6
Fall River - Carlton M. Viveiros Elementary School,00950009,  14.8,   9.7,  11.9,  10.4,   8.5,,,,,,,,  11.0
Fall River - Henry Lord Community School,00950017,   9.8,   2.2,   9.5,   6.7,  20.5,  27.5,  13.5,   8.2,,,,,  12.2
Fall River - James Tansey,00950140,   7.8,   2.1,   6.3,   3.7,   2.0,,,,,,,,   4.4
Fall River - John J Doran,00950045,  12.5,   7.1,   3.7,   7.8,   3.7,  21.7,   4.0,   3.8,,,,,   8.3
Fall River - Letourneau Elementary School,00950013,  23.2,  17.8,  10.6,  16.5,   9.7,,,,,,,,  15.5
Fall River - Mary Fonseca Elementary School,00950011,  11.6,  10.8,  12.4,  11.6,   9.9,,,,,,,,  11.2
Fall River - Matthew J Kuss Middle,00950320,,,,,,,   6.7,   4.3,,,,,   5.5
Fall River - Morton Middle,00950315,,,,,,,   3.3,   5.9,,,,,   4.6
Fall River - North End Elementary,00950005,   7.3,  13.1,   6.7,   6.0,   7.5,,,,,,,,   8.1
Fall River - Resiliency Preparatory Academy,00950525,,,,,,,,   0.0,  12.1,  30.6,  13.8,  17.3,  15.5
Fall River - Samuel Watson,00950145,  13.9,  10.4,   9.1,  11.9,  10.8,,,,,,,,  11.1
Fall River - Spencer Borden,00950130,  15.8,   5.7,   4.9,   8.2,   4.9,,,,,,,,   8.0
Fall River - Stone PK-12 School,00950340,,,,,   0.0,,  11.1,   0.0,  38.5,   0.0,   0.0,,  11.9
Fall River - Talbot Innovation School,00950305,,,,,,,   7.1,   9.7,,,,,   8.4
Fall River - William S Greene,00950065,   6.7,   4.0,  12.9,   8.3,   3.3,,,,,,,,   7.1
Falmouth - East Falmouth Elementary,00960005,  16.1,  10.4,  10.6,   9.3,,,,,,,,,  11.2
Falmouth - Falmouth High,00960505,,,,,,,,,,   5.1,   3.4,   1.6,   3.5
Falmouth - Lawrence,00960405,,,,,,,,   4.9,,,,,   4.9
Falmouth - Morse Pond School,00960305,,,,,,  10.1,,,,,,,  10.1
Falmouth - Mullen-Hall,00960020,   9.0,  13.0,   8.0,  10.5,,,,,,,,,  10.2
Falmouth - North Falmouth Elementary,00960030,   7.1,   6.5,   6.3,   3.6,,,,,,,,,   6.0
Falmouth - Teaticket,00960015,  13.2,   7.9,   7.8,   6.0,,,,,,,,,   8.9
Farmington River Reg - Farmington River Elementary,06620020,   0.0,  16.7,   0.0,   0.0,   9.1,   9.1,,,,,,,   5.6
Fitchburg - Arthur M Longsjo Middle School,00970315,,,,,,   9.2,  12.0,   8.3,,,,,   9.9
Fitchburg - Crocker Elementary,00970016,  12.2,   6.8,   7.8,   6.2,,,,,,,,,   8.2
Fitchburg - Fitchburg High,00970505,,,,,,,,,,   4.3,   5.3,   3.9,   4.5
Fitchburg - Goodrich Academy,00970510,,,,,,,,,,   0.0,  10.5,   3.1,   4.4
Fitchburg - McKay Arts Academy,00970340,   8.8,  11.7,   8.1,  16.5,   7.9,  10.6,  14.5,  13.0,,,,,  11.3
Fitchburg - Memorial Middle School,00970048,,,,,,   7.6,  11.7,   3.8,,,,,   7.9
Fitchburg - Reingold Elementary,00970043,   4.7,   6.2,  10.5,   3.1,,,,,,,,,   5.9
Fitchburg - South Street Elementary,00970060,   7.9,   6.8,   3.6,   2.6,,,,,,,,,   5.3
Florida - Abbott Memorial,00980005,   0.0,  11.1,,   0.0,  25.0,  33.3,   0.0,   7.7,,,,,   9.0
Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,,,,,,,,  10.5,  13.2,   5.3,  13.2,   3.6,   9.4
Foxborough - Charles Taylor Elementary,00990050,   3.6,   5.0,   7.7,   1.8,,,,,,,,,   4.2
Foxborough - Foxborough High,00990505,,,,,,,,,,   1.1,   3.0,   3.8,   2.7
Foxborough - John J Ahern,00990405,,,,,,   7.3,   5.6,   6.0,,,,,   6.2
Foxborough - Mabelle M Burrell,00990015,   4.8,   6.0,   5.7,   4.4,,,,,,,,,   5.3
Foxborough - Vincent M Igo Elementary,00990020,   7.1,   9.2,   6.3,   4.9,,,,,,,,,   6.8
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,   3.5,   2.8,   6.0,   6.7,   7.2,   6.2,   6.2,   5.4,  22.1,   6.8,   4.5,   0.0,   6.9
Framingham - Barbieri Elementary,01000035,   5.0,   2.4,   6.5,   2.7,   4.6,,,,,,,,   4.3
Framingham - Brophy,01000006,  10.0,   7.8,   4.5,  11.3,   7.6,,,,,,,,   8.3
Framingham - Cameron Middle School,01000302,,,,,,,   6.6,   3.0,,,,,   4.9
Framingham - Charlotte A Dunning,01000007,   6.2,   4.2,   3.2,   3.9,   1.4,,,,,,,,   3.8
Framingham - Framingham High School,01000515,,,,,,,,,,   6.6,   6.1,   2.1,   5.1
Framingham - Fuller Middle,01000305,,,,,,,  11.3,   7.0,,,,,   9.1
Framingham - Hemenway,01000015,   7.6,   7.4,   3.3,   2.4,   4.3,,,,,,,,   5.1
Framingham - Juniper Hill School,01000001,,,,,,,,,,,,,
Framingham - King Elementary School,01000005,  17.2,  11.7,  14.7,  11.0,  13.8,,,,,,,,  13.5
Framingham - Mary E Stapleton Elementary,01000045,  13.2,  11.4,  15.8,  16.4,   0.0,,,,,,,,  11.4
Framingham - Miriam F McCarthy School,01000050,  14.7,   2.4,  11.3,  10.3,   4.7,,,,,,,,   8.5
Framingham - Potter Road,01000039,   3.5,   4.2,  10.0,   5.7,   4.4,,,,,,,,   5.6
Framingham - Walsh Middle,01000310,,,,,,,   3.7,   3.3,,,,,   3.5
Framingham - Woodrow Wilson,01000055,   7.6,  10.0,  10.9,   9.8,  11.7,,,,,,,,  10.2
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,,,,,,,,   2.7,   5.9,   5.4,   4.6,   0.0,   3.8
Franklin - Annie Sullivan Middle School,01010040,,,,,,,   3.1,   1.7,,,,,   2.4
Franklin - Davis Thayer,01010035,   2.6,  14.0,   0.0,   5.4,   8.3,,,,,,,,   7.1
Franklin - Franklin Early Childhood Development Center,01010003,,,,,,,,,,,,,
Franklin - Franklin High,01010505,,,,,,,,,,   2.3,   1.6,   0.7,   1.5
Franklin - Helen Keller Elementary,01010012,   0.0,   7.8,   7.4,   2.9,   4.0,,,,,,,,   4.4
Franklin - Horace Mann,01010405,,,,,,,   4.5,   1.8,,,,,   3.0
Franklin - J F Kennedy Memorial,01010013,  16.2,   9.1,   6.8,   7.7,   6.6,,,,,,,,   8.6
Franklin - Jefferson Elementary,01010010,  12.8,   5.1,  10.1,   4.4,   3.4,,,,,,,,   7.0
Franklin - Oak Street Elementary,01010030,   4.8,   1.7,   5.7,   9.6,   2.2,,,,,,,,   5.2
Franklin - Parmenter,01010032,  19.0,   7.5,  22.4,   9.4,  13.7,,,,,,,,  14.3
Franklin - Remington Middle,01010310,,,,,,,   2.5,   3.2,,,,,   2.8
Franklin County Regional Vocational Technical - Franklin County Technical,08180605,,,,,,,,,,   2.8,   2.9,   0.0,   2.1
Freetown-Lakeville - Apponequet Regional High,06650505,,,,,,,,,,   2.6,   3.8,   3.8,   3.4
Freetown-Lakeville - Assawompset Elementary School,06650002,  11.4,   9.7,   6.9,,,,,,,,,,   9.3
Freetown-Lakeville - Freetown Elementary School,06650001,   9.1,   5.5,   7.8,,,,,,,,,,   7.6
Freetown-Lakeville - Freetown-Lakeville Middle School,06650305,,,,,,,   5.3,   8.1,  99.6,,,,  39.9
Freetown-Lakeville - George R Austin Intermediate School,06650015,,,,,   9.4,  98.0,,,,,,,  50.3
Frontier - Frontier Regional,06700505,,,,,,,,   1.7,  22.3,   4.2,   0.0,   3.7,   6.8
Gardner - Elm Street School,01030001,,,  11.9,  16.9,,,,,,,,,  14.3
Gardner - Gardner Academy for Learning and Technology,01030515,,,,,,,,,,   4.0,  11.1,,   5.1
Gardner - Gardner High,01030505,,,,,,,,,  21.9,  11.6,   3.0,   3.1,  11.6
Gardner - Gardner Middle School,01030405,,,,,,   8.5,   9.3,,,,,,   8.9
Gardner - Waterford Street,01030020,  12.3,,,,,,,,,,,,  12.3
Gateway - Chester Elementary,06720059,  25.0,  19.0,  23.5,   8.3,   8.7,,,,,,,,  16.5
Gateway - Gateway Regional High,06720505,,,,,,,,,,   6.1,   5.3,   3.4,   4.8
Gateway - Gateway Regional Middle School,06720405,,,,,,,   3.0,   6.6,,,,,   4.7
Gateway - Littleville Elementary School,06720143,  10.8,   2.9,   8.9,  10.0,   9.5,   3.3,,,,,,,   7.4
Georgetown - Georgetown High School,01050505,,,,,,,,,,   4.8,   3.2,   2.2,   3.4
Georgetown - Georgetown Middle School,01050305,,,,,,,,   3.4,,,,,   3.4
Georgetown - Penn Brook,01050010,  11.3,  10.7,   9.4,   7.4,  11.3,   8.0,,,,,,,   9.8
Georgetown - Perley Elementary,01050005,,,,,,,,,,,,,
Gill-Montague - Gill Elementary,06740005,  21.1,  12.5,  10.0,   5.3,  20.0,   5.3,,,,,,,  12.4
Gill-Montague - Great Falls Middle,06740310,,,,,,,   5.1,   7.5,,,,,   6.5
Gill-Montague - Hillcrest Elementary School,06740015,  10.0,,,,,,,,,,,,  10.0
Gill-Montague - Sheffield Elementary School,06740050,,,   0.0,   6.4,   1.8,,,,,,,,   2.5
Gill-Montague - Turners Fall High,06740505,,,,,,,,,,  11.9,  14.0,   1.8,   8.5
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,,,,,,   5.4,   4.3,   2.3,  60.7,   2.1,   8.1,   0.0,  14.7
Gloucester - Beeman Memorial,01070010,   6.7,   6.8,   8.9,   5.4,   9.3,,,,,,,,   7.3
Gloucester - East Gloucester Elementary,01070020,   9.4,   0.0,   8.3,   7.1,   4.4,,,,,,,,   5.5
Gloucester - Gloucester High,01070505,,,,,,,,,,   5.7,   1.4,   1.4,   3.1
Gloucester - Gloucester PreSchool,01070025,,,,,,,,,,,,,
Gloucester - Plum Cove School,01070042,  12.1,  10.5,  16.7,   5.9,   8.6,,,,,,,,  10.8
Gloucester - Ralph B O'Maley Middle,01070305,,,,,,,   5.6,   4.4,,,,,   5.0
Gloucester - Veterans Memorial,01070045,   2.3,  10.7,   6.9,   7.5,   7.7,,,,,,,,   6.7
Gloucester - West Parish,01070050,   3.2,   9.3,   6.9,   7.0,   9.4,,,,,,,,   7.1
Gosnold - Cuttyhunk Elementary,01090005,,,,,,,,,,,,,
Grafton - Grafton High School,01100505,,,,,,,,,,   3.4,   4.9,   2.8,   3.8
Grafton - Grafton Middle,01100305,,,,,,,,   4.0,,,,,   4.0
Grafton - Millbury Street Elementary School,01100200,,,   6.3,   4.5,   3.9,   6.1,,,,,,,   5.2
Grafton - North Grafton Elementary,01100025,   8.2,,,,,,,,,,,,   8.2
Grafton - North Street Elementary School,01100030,,,   5.4,   5.0,   3.6,   0.0,,,,,,,   3.2
Grafton - South Grafton Elementary,01100005,   4.6,,,,,,,,,,,,   4.6
Granby - East Meadow,01110004,  12.3,  10.3,   5.7,  17.6,   1.8,   9.1,,,,,,,   9.4
Granby - Granby Jr Sr High School,01110505,,,,,,,,   9.3,  20.7,   3.4,   3.1,   1.9,   7.6
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,,,,,,,,,,   3.0,   1.4,   0.3,   1.6
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,,,,,,,,,,   1.4,   0.5,   0.8,   0.9
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,,,,,,,,,,   2.0,   2.3,   0.6,   1.6
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,,,,,,,,,,   2.2,   2.4,   1.6,   2.1
Greenfield - Discovery School at Four Corners,01140025,  18.2,  24.4,  15.4,  10.0,,,,,,,,,  16.8
Greenfield - Federal Street School,01140010,  22.0,  17.4,  15.1,  10.7,,,,,,,,,  15.8
Greenfield - Greenfield High,01140505,,,,,,,,,  30.0,  12.7,  12.8,   2.6,  15.9
Greenfield - Greenfield Middle,01140305,,,,,,  11.0,  17.5,,,,,,  14.4
Greenfield - Newton School,01140035,  16.2,   6.4,  16.3,   0.0,,,,,,,,,  10.7
Greenfield - The Academy of Early Learning at North Parish,01140005,,,,,,,,,,,,,
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,  28.6,  26.1,   6.9,   9.5,   0.0,   8.1,  13.9,  14.7,  20.7,  21.4,  17.8,   8.0,  15.4
Groton-Dunstable - Boutwell School,06730001,,,,,,,,,,,,,
Groton-Dunstable - Florence Roche School,06730010,   9.4,   4.7,   7.3,   4.4,,,,,,,,,   6.4
Groton-Dunstable - Groton Dunstable Regional,06730505,,,,,,,,,,   3.5,   0.5,   2.1,   2.0
Groton-Dunstable - Groton Dunstable Regional Middle,06730305,,,,,,   4.0,   5.3,   3.8,,,,,   4.4
Groton-Dunstable - Swallow/Union School,06730005,   9.4,   6.5,   8.2,   5.4,,,,,,,,,   7.3
Hadley - Hadley Elementary,01170015,  12.1,  10.3,  14.8,   9.1,   7.5,   5.9,,,,,,,   9.7
Hadley - Hopkins Academy,01170505,,,,,,,,   7.8,   3.9,   0.0,  10.0,   2.5,   5.0
Halifax - Halifax Elementary,01180005,   9.2,   6.0,   0.0,   4.0,   4.9,   2.4,,,,,,,   4.2
Hamilton-Wenham - Bessie Buker Elementary,06750007,  27.3,   9.1,  18.6,  17.5,   9.5,,,,,,,,  16.4
Hamilton-Wenham - Cutler School,06750010,   2.7,  13.3,   8.1,   6.8,   4.4,,,,,,,,   7.3
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,,,,,,,,,,   7.5,   5.2,   2.1,   4.9
Hamilton-Wenham - Miles River Middle,06750310,,,,,,,  10.6,   7.3,,,,,   9.0
Hamilton-Wenham - Winthrop School,06750015,  14.1,  22.2,  16.3,   6.7,  10.3,,,,,,,,  14.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,,,,,,,   4.5,   4.4,  22.6,   8.9,  13.8,   3.5,   9.7
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,,,,,,,   1.5,  10.9,  25.5,  11.6,   0.0,,  10.5
Hampden-Wilbraham - Green Meadows Elementary,06800005,  10.4,   2.8,   6.5,   9.8,   7.0,  56.1,   7.7,   7.1,,,,,  14.5
Hampden-Wilbraham - Mile Tree Elementary,06800025,   7.9,,,,,,,,,,,,   7.9
Hampden-Wilbraham - Minnechaug Regional High,06800505,,,,,,,,,,   3.1,   2.2,   2.1,   2.4
Hampden-Wilbraham - Soule Road,06800030,,,,,   7.4,,,,,,,,   7.4
Hampden-Wilbraham - Stony Hill School,06800050,,,   7.2,,,,,,,,,,   7.2
Hampden-Wilbraham - Wilbraham Middle,06800310,,,,,,,   9.4,   4.0,,,,,   6.7
Hampshire - Hampshire Regional High,06830505,,,,,,,,  10.7,  33.8,   7.7,   3.6,   4.0,  12.9
Hancock - Hancock Elementary,01210005,  18.2,  16.7,,   0.0,,,,,,,,,   8.3
Hanover - Cedar Elementary,01220004,   2.5,,,,,,,,,,,,   2.5
Hanover - Center Elementary,01220005,,,   1.8,   1.9,,,,,,,,,   1.9
Hanover - Hanover High,01220505,,,,,,,,,,   1.7,   2.1,   1.0,   1.6
Hanover - Hanover Middle,01220305,,,,,,   1.4,   2.2,   2.3,,,,,   2.0
Harvard - Bromfield,01250505,,,,,,,   9.7,   1.3,   8.4,   4.1,   6.1,   2.0,   5.3
Harvard - Hildreth Elementary School,01250005,   8.3,  13.3,   4.0,   7.1,   3.8,,,,,,,,   7.0
Hatfield - Hatfield Elementary,01270005,  10.3,   8.3,   0.0,  10.0,   3.7,   5.4,,,,,,,   6.8
Hatfield - Smith Academy,01270505,,,,,,,,  12.8,  30.0,   3.8,   0.0,   0.0,   9.4
Haverhill - Bradford Elementary,01280008,  13.7,  12.1,  10.3,   8.1,,,,,,,,,  11.2
Haverhill - Caleb Dustin Hunking School,01280030,   7.0,  12.1,   6.7,   8.3,   0.0,   6.6,   5.3,   3.9,,,,,   5.9
Haverhill - Consentino Middle School,01280100,,,,,,  12.3,   9.4,   4.9,,,,,   8.1
Haverhill - Crowell,01280515,,,,,,,,,,  23.1,   0.0,,  13.6
Haverhill - Dr Paul Nettle,01280050,,,,,,   5.3,   7.2,   7.6,,,,,   6.6
Haverhill - Golden Hill,01280026,   9.4,  10.1,   9.7,   5.8,,,,,,,,,   8.6
Haverhill - Greenleaf Academy,01280033,,,,,,,,,  16.7,  28.6,,   0.0,  13.9
Haverhill - Haverhill High,01280505,,,,,,,,,,   5.5,   5.3,   5.4,   5.4
Haverhill - John G Whittier,01280085,,,,,,   5.8,   2.2,   4.0,,,,,   3.8
Haverhill - Moody,01280045,,,,,,,,,,,,,
Haverhill - Pentucket Lake Elementary,01280054,  12.5,  13.7,   3.9,   5.0,,,,,,,,,   8.2
Haverhill - Silver Hill Elementary School,01280067,   8.5,   9.6,   7.4,   5.0,   7.8,,,,,,,,   7.4
Haverhill - TEACH,01280073,,,,,,,,,,,,,  28.6
Haverhill - Tilton,01280075,  13.2,  12.0,  10.8,,,,,,,,,,  11.9
Haverhill - Tilton Upper Middle School,01280105,,,,,   9.8,,,,,,,,   9.8
Haverhill - Walnut Square,01280080,  19.6,  10.6,,,,,,,,,,,  15.5
Hawlemont - Hawlemont Regional,06850005,  35.3,  13.3,  29.4,  17.9,  16.7,  11.1,,,,,,,  20.4
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,,,,,,,  15.5,  10.1,,,,,  12.7
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,  11.1,   2.9,   8.3,   5.0,   5.7,  14.7,   5.9,   3.0,,,,,   7.1
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,   0.0,   5.0,   0.0,   4.5,   0.0,   4.5,   9.4,   6.3,,,,,   4.2
Hingham - East Elementary School,01310005,  38.3,  24.7,  11.6,  18.4,   6.0,,,,,,,,  19.8
Hingham - Hingham High,01310505,,,,,,,,,,   4.1,   1.2,   1.6,   2.3
Hingham - Hingham Middle School,01310410,,,,,,,   8.6,   7.5,,,,,   8.1
Hingham - Plymouth River,01310019,  13.1,  17.7,  16.7,  13.0,   6.4,,,,,,,,  13.2
Hingham - South Elementary,01310020,   7.8,   2.4,   9.9,   2.4,   5.5,,,,,,,,   5.6
Hingham - Wm L Foster Elementary,01310010,  21.4,  12.9,  12.5,   8.8,   9.3,,,,,,,,  12.9
Holbrook - Holbrook Middle High School,01330505,,,,,,,   6.6,   3.2,  35.6,   6.7,   9.0,   5.1,  12.5
Holbrook - John F Kennedy,01330018,   4.8,   6.0,   2.9,   3.4,   6.4,,,,,,,,   4.7
Holland - Holland Elementary,01350005,  15.0,  19.4,  11.4,   9.7,   4.0,   6.3,,,,,,,  10.9
Holliston - Holliston High,01360505,,,,,,,,,,   1.5,   3.7,   0.5,   1.9
Holliston - Miller School,01360007,,,,   4.3,   3.0,,,,,,,,   3.7
Holliston - Placentino Elementary,01360010,   4.6,   5.8,,,,,,,,,,,   5.2
Holliston - Robert H. Adams Middle School,01360305,,,,,,,   1.8,   3.4,,,,,   2.6
Holyoke - E N White Elementary,01370045,   7.6,   4.8,  13.5,   9.1,   9.6,,,,,,,,   8.7
Holyoke - H.B. Lawrence School,01370070,  25.4,  30.6,  24.5,,,,,,,,,,  27.1
Holyoke - Holyoke High,01370505,,,,,,,,,,   4.9,   5.2,   2.6,   4.2
Holyoke - Holyoke STEM Academy,01370320,,,,,,,   6.3,   7.1,,,,,   6.8
Holyoke - Joseph Metcalf School,01370003,   4.7,  17.8,   5.4,   2.5,  15.4,   9.1,,,,,,,   9.3
Holyoke - Kelly Elementary,01370040,  11.1,   8.9,  12.3,  10.0,,,,   2.0,,,,,   9.1
Holyoke - Lt Clayre Sullivan Elementary,01370055,   4.7,   6.5,   5.9,  14.1,  13.7,   5.5,   9.2,  17.2,,,,,  10.2
Holyoke - Lt Elmer J McMahon Elementary,01370015,  12.2,  21.2,   7.0,   4.8,  23.5,  18.4,   4.5,   2.3,,,,,  11.2
Holyoke - Maurice A Donahue Elementary,01370060,  15.7,   5.4,  10.5,   6.1,   9.8,,  21.3,  10.4,,,,,  11.1
Holyoke - Morgan Full Service Community School,01370025,   4.3,  16.3,  14.3,   9.3,,,,,,,,,  10.9
Holyoke - Veritas Prep Holyoke,01370075,,,,,,   6.8,   3.3,,,,,,   4.9
Holyoke - William R. Peck School,01370030,,,,,  15.6,  15.4,   7.1,   5.2,,,,,  10.4
Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,   3.8,   3.5,   3.9,   7.0,   3.7,   4.9,   1.4,   2.7,,,,,   3.9
Hoosac Valley Regional - Hoosac Valley Elementary School,06030020,   4.4,  17.9,  13.0,,,,,,,,,,  11.5
Hoosac Valley Regional - Hoosac Valley High School,06030505,,,,,,,,,  39.8,   3.3,   2.7,   6.5,  15.7
Hoosac Valley Regional - Hoosac Valley Middle School,06030315,,,,,   7.1,   9.4,   5.7,,,,,,   7.4
Hopedale - Hopedale Jr Sr High,01380505,,,,,,,,   1.2,  15.6,   3.1,   1.2,   1.4,   4.8
Hopedale - Memorial,01380010,   4.4,   9.2,   1.3,   2.5,   0.0,   2.8,,,,,,,   3.2
Hopedale - Park Street School,01380003,,,,,,,,,,,,,
Hopkinton - Elmwood,01390010,,,   2.7,,,,,,,,,,   2.7
Hopkinton - Hopkins Elementary School,01390015,,,,,   2.7,,,,,,,,   2.7
Hopkinton - Hopkinton High,01390505,,,,,,,,,,   2.8,   3.1,   1.9,   2.6
Hopkinton - Hopkinton Middle School,01390305,,,,,,,   2.8,   1.9,,,,,   2.3
Hopkinton - Hopkinton Pre-School,01390003,,,,,,,,,,,,,
Hopkinton - Marathon Elementary School,01390005,   5.6,,,,,,,,,,,,   5.6
Hudson - C A Farley,01410030,   7.5,   6.6,   5.8,  10.6,,,,,,,,,   7.6
Hudson - David J. Quinn Middle School,01410410,,,,,,  24.3,   9.0,,,,,,  16.6
Hudson - Forest Avenue Elementary,01410015,  12.5,   4.8,   6.0,   7.2,,,,,,,,,   7.6
Hudson - Hudson High,01410505,,,,,,,,,  28.1,   1.6,   2.3,   1.4,   9.7
Hudson - Mulready Elementary,01410007,   8.7,  11.5,   4.0,   2.1,,,,,,,,,   6.6
Hull - Hull High,01420505,,,,,,,,,,   3.2,   1.6,   7.6,   4.4
Hull - Lillian M Jacobs,01420015,   4.1,  10.7,   7.1,   7.5,   7.0,,,,,,,,   7.4
Hull - Memorial Middle,01420305,,,,,,,   1.6,   3.3,,,,,   2.4
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,,,,,,   6.0,   3.0,   4.0,  36.0,   8.3,   9.1,   3.2,  10.0
Ipswich - Ipswich High,01440505,,,,,,,,,,   3.2,   1.4,   1.5,   2.0
Ipswich - Ipswich Middle School,01440305,,,,,,,   2.4,   0.7,,,,,   1.5
Ipswich - Paul F Doyon Memorial,01440007,  13.2,  10.0,   4.5,   3.4,   4.8,,,,,,,,   7.0
Ipswich - Winthrop,01440015,   9.3,   4.2,   3.3,   6.8,   3.2,,,,,,,,   5.3
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,  10.9,   9.2,   4.5,   6.7,   4.0,   4.2,  13.8,   3.4,,,,,   7.1
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,   2.4,   1.6,   1.6,   0.8,   0.8,   1.6,   1.6,   1.6,   5.6,   3.2,   0.0,   0.0,   1.8
King Philip - King Philip Middle School,06900510,,,,,,,,   2.6,,,,,   2.6
King Philip - King Philip Regional High,06900505,,,,,,,,,,   1.9,   2.1,   2.6,   2.2
Kingston - Kingston Elementary,01450005,  10.9,   7.1,,,,,,,,,,,   9.0
Kingston - Kingston Intermediate,01450020,,,,   8.2,   6.5,   1.3,,,,,,,   5.4
Lawrence - Alexander B Bruce,01490015,,,,  12.5,  10.3,   4.6,   7.1,   5.1,,,,,   7.6
Lawrence - Arlington Middle School,01490017,,,,,,  12.1,   6.2,   6.6,,,,,   8.2
Lawrence - Community Day Arlington,01490009,   5.0,   8.9,   5.6,   8.2,,,,,,,,,   7.0
Lawrence - Edward F. Parthum,01490053,   7.3,   5.1,   7.8,  12.7,,,,,,,,,   8.3
Lawrence - Emily G Wetherbee,01490080,   6.8,  12.1,  15.4,   6.8,  19.3,   8.1,  10.5,   1.4,,,,,  10.3
Lawrence - Francis M Leahy,01490040,,  12.7,  15.4,   7.7,   8.7,,,,,,,,  11.0
Lawrence - Frost Middle School,01490525,,,,,,  10.2,   7.4,   2.8,,,,,   6.7
Lawrence - Gerard A. Guilmette,01490022,,  10.0,  15.4,   8.5,,,,,,,,,  11.5
Lawrence - Guilmette Middle School,01490025,,,,,,  10.2,  11.8,   9.3,,,,,  10.5
Lawrence - High School Learning Center,01490536,,,,,,,,,,,   0.0,   5.4,   2.9
