School Name,School Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Boston - Perry K-8 School,00350255,   4.2,  25.0,   3.4,  14.3,  24.0,  12.5,,  18.8,,,,,  14.4
Boston - Philbrick Elementary School,00350172,  22.2,   0.0,  17.6,  33.3,  20.0,,,,,,,,  18.6
Boston - Quincy Elementary School,00350286,   5.3,   1.8,   2.6,   1.7,   5.6,,,,,,,,   3.4
Boston - Quincy Upper School,00350565,,,,,,,  42.1,   5.1,  22.4,   2.7,   0.0,   0.0,  18.2
Boston - Roosevelt K-8 School,00350116,  28.6,  16.7,  10.3,  10.6,  10.3,  23.1,  27.3,   8.7,,,,,  17.2
Boston - Russell Elementary School,00350366,  15.5,   5.2,   5.0,  19.6,  20.4,,,,,,,,  12.8
Boston - Shaw Elementary School,00350014,  22.6,  16.2,   8.8,,,,,,,,,,  15.7
Boston - Snowden International High School,00350690,,,,,,,,,,   4.4,   5.2,   4.7,   4.7
Boston - Sumner Elementary School,00350052,  12.9,   9.6,   9.0,  11.0,  11.4,,,,,,,,  10.7
Boston - Taylor Elementary School,00350054,  13.2,  13.2,  16.9,  19.0,  31.7,,,,,,,,  19.6
Boston - TechBoston Academy,00350657,,,,,,,  17.5,   7.2,  16.9,   7.8,  10.9,   5.5,  10.8
Boston - Timilty Middle School,00350485,,,,,,,  20.8,  13.3,,,,,  17.1
Boston - Tobin K-8 School,00350229,  22.0,  23.9,  11.8,   9.8,  18.4,  17.0,  14.3,  16.3,,,,,  16.4
Boston - Trotter K-8 School,00350370,  13.6,  13.5,   8.3,  11.4,  18.9,  15.4,  25.7,  30.8,,,,,  15.9
Boston - Tynan Elementary School,00350181,  15.0,   7.0,  21.7,  10.7,  25.0,  16.0,,,,,,,  15.2
Boston - UP Academy Holland,00350167,  12.7,   6.0,  12.8,  12.6,  25.4,,,,,,,,  14.1
Boston - Warren-Prescott K-8 School,00350346,  16.4,  11.3,   8.7,   7.7,  10.2,  15.1,  52.5,   6.3,,,,,  16.4
Boston - West Zone Early Learning Center,00350006,  12.1,,,,,,,,,,,,  12.1
Boston - Winship Elementary School,00350374,  10.0,   7.3,   2.9,  26.1,  52.0,,,,,,,,  16.5
Boston - Winthrop Elementary School,00350180,  16.1,   9.8,  16.7,  19.5,  26.7,,,,,,,,  17.3
Boston - Young Achievers K-8 School,00350380,  15.1,  13.3,  14.3,  16.7,  15.1,  17.8,  37.7,   6.7,,,,,  18.0
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,,,,,,   7.1,  17.8,   5.2,  14.0,   7.9,   1.2,   1.4,   8.3
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,,,,,,,,,,  18.4,  13.8,  17.1,  17.5
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,,,,,,,  22.6,   3.3,  11.8,   3.9,   1.3,   1.3,   6.6
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,,,,,,,   2.1,   2.0,   8.4,   1.2,   1.3,   0.0,   2.7
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,   7.0,   5.1,   7.2,   8.7,  17.7,  26.3,,,,,,,  10.8
Bourne - Bourne High School,00360505,,,,,,,,,,   7.9,   3.5,   1.8,   4.3
Bourne - Bourne Intermediate School,00360030,,,,  12.3,   9.6,,,,,,,,  10.9
Bourne - Bourne Middle School,00360325,,,,,,,  10.9,   5.5,,,,,   8.2
Bourne - Bournedale Elementary School,00360005,  19.2,  17.2,,,,,,,,,,,  18.3
Boxford - Harry Lee Cole,00380005,  10.9,  10.8,,,,,,,,,,,  10.9
Boxford - Spofford Pond,00380013,,,,   9.7,   9.4,   8.4,,,,,,,   9.2
Braintree - Archie T Morrison,00400033,   5.0,  11.0,  13.7,   5.8,,,,,,,,,   9.9
Braintree - Braintree High,00400505,,,,,,,,,,   5.2,   2.5,   0.9,   2.9
Braintree - Donald Ross,00400050,   4.8,  10.9,   8.0,   8.8,,,,,,,,,   8.6
Braintree - East Middle School,00400305,,,,,,,   6.6,   7.8,,,,,   7.2
Braintree - Highlands,00400015,   9.5,  10.0,   4.7,   4.9,  20.9,,,,,,,,  10.7
Braintree - Hollis,00400005,  15.2,   8.2,   8.3,   6.3,,,,,,,,,   8.9
Braintree - Liberty,00400025,,  20.3,  10.3,   6.8,  10.6,,,,,,,,  12.1
Braintree - Mary E Flaherty School,00400020,   4.2,   4.8,  22.1,   3.3,,,,,,,,,   9.7
Braintree - Monatiquot Kindergarten Center,00400009,,,,,,,,,,,,,
Braintree - South Middle School,00400310,,,,,,,   5.7,   6.3,,,,,   6.0
Brewster - Eddy Elementary,00410010,,,,   6.1,   7.8,,,,,,,,   6.9
Brewster - Stony Brook Elementary,00410005,   6.5,  20.0,,,,,,,,,,,  13.6
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,   5.6,   8.3,   5.0,   5.0,  12.5,  11.8,  20.6,   9.1,,,,,   9.6
Bridgewater-Raynham - Bridgewater Middle School,06250320,,,,,,,,   4.1,,,,,   4.1
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,,,,,,,,,,   4.3,   2.9,   3.2,   3.5
Bridgewater-Raynham - Laliberte Elementary School,06250050,,,   3.5,   3.9,,,,,,,,,   3.7
Bridgewater-Raynham - Merrill Elementary School,06250020,   9.2,,,,,,,,,,,,   9.2
Bridgewater-Raynham - Mitchell Elementary School,06250002,  14.1,   7.0,   6.2,,,,,,,,,,   9.1
Bridgewater-Raynham - Raynham Middle School,06250315,,,,,,   2.4,   1.2,   3.2,,,,,   2.3
Bridgewater-Raynham - Therapeutic Day School,06250415,,,,,,,,,,,,,  11.1
Bridgewater-Raynham - Williams Intermediate School,06250300,,,,,   4.6,   6.3,,,,,,,   5.4
Brimfield - Brimfield Elementary,00430005,  15.2,  21.4,   7.3,   7.9,  15.6,   2.2,,,,,,,  10.9
Bristol County Agricultural - Bristol County Agricultural High,09100705,,,,,,,,,,   4.1,   3.6,   1.0,   3.0
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,,,,,,,,,,   2.9,   3.5,   3.6,   3.3
Brockton - Ashfield Middle School,00440421,,,,,,,   7.0,   3.2,,,,,   5.1
Brockton - Barrett Russell Early Childhood Center,00440008,,,,,,,,,,,,,
Brockton - Brockton Champion High School,00440515,,,,,,,,,,  10.8,  13.6,   0.0,   8.9
Brockton - Brockton High,00440505,,,,,,,,,,   4.7,   3.3,   2.3,   3.6
Brockton - Brookfield,00440010,   6.3,   5.9,   7.2,   3.4,   6.9,,,,,,,,   5.9
Brockton - Downey,00440110,   4.6,   7.7,   8.0,   8.5,   2.7,,,,,,,,   6.2
Brockton - Dr W Arnone Community School,00440001,   6.4,  19.2,   4.3,   7.0,   5.9,,,,,,,,   8.2
Brockton - East Middle School,00440405,,,,,,,   3.5,   4.6,,,,,   4.1
Brockton - Edgar B Davis,00440023,   7.4,   7.4,  10.6,  13.5,   8.2,   6.3,   4.7,   4.8,,,,,   8.0
Brockton - Edison Academy,00440520,,,,,,,,,,  14.0,  40.6,  62.1,  35.6
Brockton - Frederick Douglass Academy,00440080,,,,,,,,,,  64.0,,  50.0,  59.0
Brockton - Gilmore Elementary School,00440055,   7.5,   1.4,   4.2,  10.3,   5.6,,,,,,,,   6.1
Brockton - Hancock,00440045,  11.5,  11.5,   8.2,  19.6,  11.2,,,,,,,,  12.7
Brockton - Huntington Therapeutic Day School,00440400,,,,,,  14.3,,   0.0,  25.0,  14.3,   0.0,   0.0,   8.1
Brockton - John F Kennedy,00440017,   9.4,  11.2,   8.3,  18.8,  13.4,,,,,,,,  12.3
Brockton - Joseph F. Plouffe Academy,00440422,,,,,,,   9.0,   5.8,,,,,   7.4
Brockton - Louis F Angelo Elementary,00440065,   6.1,  13.8,   7.2,   8.0,   5.7,,,,,,,,   7.8
Brockton - Manthala George Jr. School,00440003,   5.6,   8.5,   5.7,   5.6,  13.8,,,,,,,,   7.7
Brockton - Mary E. Baker School,00440002,  15.0,   8.1,  11.5,  27.5,   2.8,,,,,,,,  13.3
Brockton - North Middle School,00440410,,,,,,,,,,,,,
Brockton - Oscar F Raymond,00440078,  10.7,  10.2,   4.7,  10.2,   9.2,,,,,,,,   9.1
Brockton - South Middle School,00440415,,,,,,,   5.0,   3.5,,,,,   4.3
Brockton - West Middle School,00440420,,,,,,,   7.1,   3.1,,,,,   5.0
Brooke Charter School (District) - Brooke Charter School,04280305,   3.2,   4.3,   3.7,   4.4,   8.2,   5.5,  16.1,   8.3,  15.3,   5.5,  10.5,   4.3,   7.5
Brookfield - Brookfield Elementary,00450005,  17.1,  13.5,   4.9,  12.8,   0.0,  16.7,,,,,,,  10.8
Brookline - Brookline Early Education Program at Beacon,00460001,,,,,,,,,,,,,
Brookline - Brookline Early Education Program at Clark Road,00460003,,,,,,,,,,,,,
Brookline - Brookline Early Education Program at Putterham,00460002,,,,,,,,,,,,,
Brookline - Brookline High,00460505,,,,,,,,,,   7.8,   7.5,   2.9,   6.1
Brookline - Edith C Baker,00460005,  17.6,  16.9,  15.9,  12.5,  20.2,  17.0,  16.4,  11.6,,,,,  16.0
Brookline - Florida Ruffin Ridley School,00460015,  21.3,  22.3,  18.6,  15.0,  18.6,  16.1,  15.2,  12.9,,,,,  17.7
Brookline - Heath,00460025,  25.8,  13.3,  18.8,  17.0,  19.4,  16.9,  24.6,   8.1,,,,,  17.9
Brookline - John D Runkle,00460045,  17.2,  16.1,  19.4,  19.7,   7.6,  16.9,  14.5,   7.0,,,,,  14.6
Brookline - Lawrence,00460030,  24.7,  14.3,   9.5,  23.3,  15.7,  15.9,  19.7,  14.1,,,,,  17.2
Brookline - Michael Driscoll,00460020,  24.1,  27.9,  13.3,  14.1,  15.6,  17.9,  14.3,  17.9,,,,,  18.1
Brookline - Pierce,00460040,  33.7,  22.1,  14.7,  20.2,  23.1,  11.5,  14.4,  18.5,,,,,  19.6
Brookline - The Lynch Center,00460060,,,,,,,,,,,,,
Brookline - William H Lincoln,00460035,  22.6,  12.7,   9.1,  13.8,  11.1,   7.5,  11.5,   5.2,,,,,  11.4
Burlington - Burlington High,00480505,,,,,,,,,,   4.0,   2.6,   1.2,   2.6
Burlington - Fox Hill,00480007,  26.2,  21.6,  12.9,  25.9,  24.3,,,,,,,,  22.2
Burlington - Francis Wyman Elementary,00480035,  19.8,  25.0,  24.1,  25.7,  11.1,,,,,,,,  21.4
Burlington - Marshall Simonds Middle,00480303,,,,,,,   5.7,   5.2,,,,,   5.5
Burlington - Memorial,00480015,  28.8,  22.4,  28.2,  18.8,  21.6,,,,,,,,  24.0
Burlington - Pine Glen Elementary,00480020,  18.2,  22.4,  29.0,  16.0,  22.8,,,,,,,,  22.1
Cambridge - Amigos School,00490006,   8.0,   2.2,   2.1,   4.7,   4.5,  11.4,   4.9,   7.0,,,,,   5.6
Cambridge - Cambridge Rindge and Latin,00490506,,,,,,,,,,   5.5,   5.6,   3.1,   4.8
Cambridge - Cambridge Street Upper School,00490305,,,,,,,   0.9,   9.9,,,,,   5.3
Cambridge - Cambridgeport,00490007,  15.9,  13.3,   3.8,  12.2,  16.3,,,,,,,,  12.0
Cambridge - Fletcher/Maynard Academy,00490090,   6.1,  14.0,  16.7,   3.1,  11.8,,,,,,,,  10.5
Cambridge - Graham and Parks,00490080,  25.5,  18.6,  25.9,  26.6,  29.5,,,,,,,,  25.3
Cambridge - Haggerty,00490020,  23.1,  14.3,   7.0,  15.0,   5.7,,,,,,,,  13.1
Cambridge - John M Tobin,00490065,  10.3,   7.3,   2.9,   8.3,   2.6,,,,,,,,   6.3
Cambridge - Kennedy-Longfellow,00490040,  49.3,  35.6,  22.9,  21.2,  20.6,,,,,,,,  32.6
Cambridge - King Open,00490035,  22.1,  13.2,  20.0,  21.3,   8.6,,,,,,,,  17.1
Cambridge - Maria L. Baldwin,00490005,  22.4,   5.3,  11.3,   6.0,  12.5,,,,,,,,  12.0
Cambridge - Martin Luther King Jr.,00490030,  20.3,   7.7,   7.8,  13.6,  10.0,,,,,,,,  12.2
Cambridge - Morse,00490045,  22.2,  21.7,  16.3,   7.7,   4.5,,,,,,,,  14.7
Cambridge - Peabody,00490050,   6.0,   6.7,   2.2,   2.3,   2.2,,,,,,,,   3.9
Cambridge - Putnam Avenue Upper School,00490310,,,,,,,  12.0,   7.0,,,,,   9.3
Cambridge - Rindge Avenue Upper School,00490315,,,,,,,   8.1,  13.1,,,,,  10.8
Cambridge - Vassal Lane Upper School,00490320,,,,,,,  14.3,   9.9,,,,,  12.1
Canton - Canton High,00500505,,,,,,,,,,   3.3,   0.8,   1.5,   1.8
Canton - Dean S Luce,00500020,  19.3,   6.3,  10.8,   5.4,   5.0,,,,,,,,   9.2
Canton - John F Kennedy,00500017,  13.6,  10.7,   9.1,   3.9,   4.8,,,,,,,,   8.6
Canton - Lt Peter M Hansen,00500012,   7.2,   4.0,   5.1,   7.9,   6.9,,,,,,,,   6.3
Canton - Rodman Early Childhood Center,00500010,,,,,,,,,,,,,
Canton - Wm H Galvin Middle,00500305,,,,,,,   6.4,   6.0,,,,,   6.2
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,,,,,,,   2.5,   3.8,,,,,   3.1
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,,,,,,,,,,   4.3,   3.9,   2.2,   3.5
Carlisle - Carlisle School,00510025,   8.0,  11.5,   1.5,   4.3,   8.1,   6.3,   2.6,   3.0,,,,,   5.4
Carver - Carver Elementary School,00520015,   7.8,   8.3,   4.4,   1.5,  15.4,,,,,,,,   7.4
Carver - Carver Middle/High School,00520405,,,,,,,   6.7,   0.0,  22.6,   4.0,   3.9,   3.8,   7.6
Central Berkshire - Becket Washington School,06350005,  18.8,   6.3,   5.9,   5.3,   0.0,,,,,,,,   7.1
Central Berkshire - Craneville,06350025,  14.1,  10.8,   4.2,   5.8,   6.3,,,,,,,,   8.4
Central Berkshire - Kittredge,06350035,  10.0,   5.9,  16.0,   4.2,  13.3,,,,,,,,   9.9
Central Berkshire - Nessacus Regional Middle School,06350305,,,,,,,   5.4,   9.2,,,,,   7.4
Central Berkshire - Wahconah Regional High,06350505,,,,,,,,,,   4.2,   2.4,   2.2,   2.9
Chelmsford - Byam School,00560030,  13.1,  10.9,   8.3,   6.7,,,,,,,,,   9.7
Chelmsford - Center Elementary School,00560005,   8.0,   2.9,   6.7,   7.9,,,,,,,,,   6.3
Chelmsford - Charles D Harrington,00560025,   8.3,   8.6,  10.1,   7.3,,,,,,,,,   8.6
Chelmsford - Chelmsford High,00560505,,,,,,,,,,   2.4,   2.0,   1.6,   2.0
Chelmsford - Col Moses Parker School,00560305,,,,,,   7.7,   4.3,   2.3,,,,,   4.9
Chelmsford - Community Education Center,00560001,,,,,,,,,,,,,
Chelmsford - McCarthy Middle School,00560310,,,,,,   4.6,   2.5,   3.9,,,,,   3.7
Chelmsford - South Row,00560015,   8.4,   7.4,  11.2,  12.2,,,,,,,,,   9.8
Chelsea - Chelsea High,00570505,,,,,,,,,,   5.8,   4.0,   2.7,   4.5
Chelsea - Chelsea Opportunity Academy,00570515,,,,,,,,,,,   2.8,   0.0,   1.7
Chelsea - Clark Avenue School,00570050,,,,,,   1.1,   5.1,   3.7,,,,,   3.3
Chelsea - Edgar A Hooks Elementary,00570030,,   1.0,   3.4,   5.4,,,,,,,,,   3.5
Chelsea - Eugene Wright Science and Technology Academy,00570045,,,,,,   5.3,   4.5,   4.0,,,,,   4.6
Chelsea - Frank M Sokolowski Elementary,00570040,,   8.1,   6.8,   7.7,,,,,,,,,   7.5
Chelsea - George F. Kelly Elementary,00570035,,   2.9,   4.9,   5.1,  67.7,   2.5,,,,,,,  17.6
Chelsea - Joseph A. Browne School,00570055,,,,,,   7.0,   8.3,  11.4,,,,,   9.0
Chelsea - Shurtleff Early Childhood,00570003,  79.9,,,,,,,,,,,,  79.9
Chelsea - William A Berkowitz Elementary,00570025,,   5.7,   4.7,   2.4,,,,,,,,,   4.3
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,  13.6,  25.0,  11.1,   5.9,  25.0,   6.3,,,,,,,  14.3
Chicopee - Barry,00610003,  14.1,  11.7,  18.1,   6.8,   2.8,,,,,,,,  10.6
Chicopee - Belcher,00610010,  10.0,  21.6,,,,,,,,,,,  15.6
Chicopee - Bellamy Middle,00610305,,,,,,,   7.7,   7.3,,,,,   7.5
Chicopee - Bowe,00610015,  11.5,  17.8,  13.0,  10.9,  13.3,,,,,,,,  13.2
Chicopee - Bowie,00610020,  19.6,  20.4,  11.1,   7.5,  13.8,,,,,,,,  14.5
Chicopee - Chicopee Academy,00610021,,,,,,,,   9.1,  14.3,  25.0,  26.3,  22.2,  22.1
Chicopee - Chicopee Comprehensive High School,00610510,,,,,,,,,,   6.0,   8.3,   5.6,   6.6
Chicopee - Chicopee High,00610505,,,,,,,,,,   7.3,   5.3,   2.9,   5.2
Chicopee - Dupont Middle,00610310,,,,,,,   6.6,   7.1,,,,,   6.8
Chicopee - Fairview Elementary,00610050,  20.0,   9.4,  13.8,   9.4,  10.4,,,,,,,,  12.6
Chicopee - Gen John J Stefanik,00610090,   4.5,  16.3,   3.8,   3.2,   2.7,,,,,,,,   5.7
Chicopee - Lambert-Lavoie,00610040,  11.4,  18.2,  10.4,   6.3,   7.7,,,,,,,,  10.6
Chicopee - Litwin,00610022,  17.6,  13.0,   8.3,   3.4,   7.6,,,,,,,,   7.0
Chicopee - Streiber Memorial School,00610065,  11.9,  21.4,   5.4,   4.2,   4.2,,,,,,,,   9.2
Chicopee - Szetela Early Childhood Center,00610001,,,,,,,,,,,,,
Christa McAuliffe Charter Public (District) - Christa McAuliffe Charter Public School,04180305,,,,,,,   6.4,   4.5,,,,,   5.5
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,04370505,,,,,,,,,,  23.1,  11.5,   2.2,  12.7
Clarksburg - Clarksburg Elementary,00630010,   6.7,   9.1,   3.3,   7.1,   5.0,   0.0,   9.1,   0.0,,,,,   5.1
Clinton - Clinton Elementary,00640050,  12.4,   6.4,   7.9,   4.1,,,,,,,,,   7.6
Clinton - Clinton Middle School,00640305,,,,,,  17.3,   9.4,   6.2,,,,,  10.9
Clinton - Clinton Senior High,00640505,,,,,,,,,,   5.1,   4.8,   0.8,   3.5
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,   9.5,   0.0,   5.0,   4.8,   4.8,   0.0,   4.5,   9.1,  22.7,   4.8,  11.8,   4.0,   6.8
Cohasset - Cohasset High School,00650505,,,,,,,,,,   3.5,   3.8,   3.1,   3.4
Cohasset - Cohasset Middle School,00650305,,,,,,,   6.7,   8.6,,,,,   7.6
Cohasset - Deer Hill,00650005,,,,   6.8,  16.4,,,,,,,,  11.4
Cohasset - Joseph Osgood,00650010,   5.9,   6.7,,,,,,,,,,,   6.3
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,   3.8,   6.3,   3.5,   6.3,   4.3,   5.4,   2.5,   1.1,  75.0,  20.9,,,   9.5
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,,,,,,,   7.1,   3.2,  10.3,  14.0,   4.0,   0.0,   6.6
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,   0.0,   2.3,   0.0,   0.0,   2.4,   0.0,   0.0,   0.0,,,,,   0.6
Community Day Charter Public School - Prospect (District) - Community Day Charter Public School - Prospect,04400205,   0.0,   2.1,   0.0,   0.0,  10.6,   2.3,   0.0,   0.0,,,,,   2.0
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,   2.4,   0.0,   2.2,   0.0,   4.8,   0.0,   0.0,   2.8,,,,,   1.5
Concord - Alcott,00670005,  10.5,  13.8,   7.5,  12.9,   8.5,,,,,,,,  10.6
Concord - Concord Middle,00670305,,,,,,,   9.4,   3.0,,,,,   6.2
Concord - Thoreau,00670020,   0.0,   2.9,   4.7,   4.1,   4.2,,,,,,,,   3.2
Concord - Willard,00670030,   6.0,   5.0,   6.9,   9.7,   2.7,,,,,,,,   6.1
Concord-Carlisle - Concord Carlisle High,06400505,,,,,,,,,,   2.9,   4.0,   1.9,   2.9
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,   9.3,   3.7,   7.4,   3.7,   8.9,  16.7,  20.0,   9.1,,,,,   9.2
Conway - Conway Grammar,00680005,   7.1,   0.0,   6.3,   0.0,   9.1,  10.5,,,,,,,   5.9
Danvers - Danvers High,00710505,,,,,,,,,,   3.8,   1.9,   2.6,   2.8
Danvers - Great Oak,00710015,  18.9,   7.3,   4.7,   8.3,   5.7,,,,,,,,   8.6
Danvers - Highlands,00710010,   6.5,   7.9,   9.0,   8.3,   6.3,,,,,,,,   7.6
Danvers - Holten Richmond Middle School,00710305,,,,,,,   5.9,   5.6,,,,,   5.8
Danvers - Ivan G Smith,00710032,   0.0,   7.0,   6.8,   0.0,   2.0,,,,,,,,   3.2
Danvers - Riverside,00710030,  10.9,   4.1,   5.6,   4.9,   2.9,,,,,,,,   5.8
Danvers - Willis E Thorpe,00710045,   4.7,   6.8,   7.8,   1.8,   0.0,,,,,,,,   4.1
Dartmouth - Andrew B. Cushman School,00720005,,,,,,,,,,,,,
Dartmouth - Dartmouth High,00720505,,,,,,,,,,   1.3,   2.4,   0.4,   1.4
Dartmouth - Dartmouth Middle,00720050,,,,,,,   2.2,   2.9,,,,,   2.6
Dartmouth - George H Potter,00720030,   8.6,   6.2,  10.8,  10.0,   3.3,,,,,,,,   7.8
Dartmouth - James M. Quinn School,00720040,  10.7,   7.4,   6.7,   2.1,   5.8,,,,,,,,   6.8
Dartmouth - Joseph Demello,00720015,,  12.9,   6.6,   9.1,   7.7,,,,,,,,   8.9
Dedham - Avery,00730010,,   9.3,  10.7,  10.3,   7.3,,,,,,,,   9.4
Dedham - Dedham High,00730505,,,,,,,,,,   4.6,   3.5,   1.1,   3.1
Dedham - Dedham Middle School,00730305,,,,,,,   8.1,   4.3,,,,,   6.1
Dedham - Early Childhood Center,00730005,,,,,,,,,,,,,
Dedham - Greenlodge,00730025,,  11.1,   4.3,  21.7,  10.3,,,,,,,,  11.8
Dedham - Oakdale,00730030,,   5.6,   7.7,   9.1,   4.1,,,,,,,,   6.8
Dedham - Riverdale,00730045,,  17.0,   6.7,   3.0,  16.2,,,,,,,,  11.8
Deerfield - Deerfield Elementary,00740015,   3.9,  17.4,   3.6,   4.4,   5.1,   9.8,,,,,,,   7.3
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,,,,,,,,,  32.8,   7.3,   5.7,   4.1,  13.5
Dennis-Yarmouth - Ezra H Baker Innovation School,06450005,   9.7,  15.3,   5.8,,,,,,,,,,  10.7
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,  13.0,  17.6,   7.8,,,,,,,,,,  13.3
Dennis-Yarmouth - Mattacheese Middle School,06450305,,,,,,,   4.4,,,,,,   4.4
Dennis-Yarmouth - Nathaniel H. Wixon School,06450050,,,,,   5.7,  98.7,,,,,,,  51.3
Dennis-Yarmouth - Station Avenue Elementary,06450025,   4.7,   5.9,   7.9,,,,,,,,,,   6.2
Dighton-Rehoboth - Dighton Elementary,06500005,  16.0,   6.7,   6.3,   5.2,,,,,,,,,   8.1
Dighton-Rehoboth - Dighton Middle School,06500305,,,,,,   6.5,   7.5,   4.2,,,,,   6.1
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,,,,,,,,,,   1.1,   2.7,   0.0,   1.2
Dighton-Rehoboth - Dorothy L Beckwith,06500310,,,,,,   5.6,   8.6,   6.4,,,,,   7.0
Dighton-Rehoboth - Palmer River,06500010,  11.8,  12.0,  12.7,   7.3,,,,,,,,,  11.0
Douglas - Douglas Elementary School,00770015,,,  10.1,   6.3,   4.1,,,,,,,,   6.6
Douglas - Douglas High School,00770505,,,,,,,,,,   0.0,   2.2,   2.2,   1.6
Douglas - Douglas Middle School,00770305,,,,,,,   4.8,   5.8,,,,,   5.3
Douglas - Douglas Primary School,00770005,  12.2,,,,,,,,,,,,  12.2
Dover - Chickering,00780005,   6.1,  10.0,   6.8,   2.3,   3.5,,,,,,,,   5.7
Dover-Sherborn - Dover-Sherborn Regional High,06550505,,,,,,,,,,   6.6,   1.8,   1.8,   3.4
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,,,,,,,   2.7,   3.1,,,,,   2.9
Dracut - Brookside Elementary,00790035,  18.8,  11.8,  12.2,  10.3,   9.1,,,,,,,,  12.5
Dracut - Dracut Senior High,00790505,,,,,,,,,,   5.3,   1.3,   1.7,   2.8
Dracut - George H. Englesby Elementary School,00790045,  11.3,  11.3,   7.1,   9.4,   9.0,,,,,,,,   9.6
Dracut - Greenmont Avenue,00790030,   2.4,   4.7,   8.3,   2.6,   6.5,,,,,,,,   5.1
Dracut - Joseph A Campbell Elementary,00790020,   4.3,   7.0,   3.0,   5.3,   9.1,,,,,,,,   5.6
Dracut - Justus C. Richardson Middle School,00790410,,,,,,,   3.0,   6.0,,,,,   4.6
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,   7.5,   9.8,  15.0,   5.1,  11.8,,,,,,,,   9.8
Dudley-Charlton Reg - Charlton Elementary,06580020,  13.0,,,,,,,,,,,,  13.0
Dudley-Charlton Reg - Charlton Middle School,06580310,,,,,,   7.2,   4.4,   6.0,,,,,   5.8
Dudley-Charlton Reg - Dudley Elementary,06580005,,,   7.9,   8.1,,,,,,,,,   8.0
Dudley-Charlton Reg - Dudley Middle School,06580305,,,,,,   7.5,   3.0,   4.7,,,,,   5.2
Dudley-Charlton Reg - Heritage School,06580030,,,  14.8,  12.1,,,,,,,,,  13.4
Dudley-Charlton Reg - Mason Road School,06580010,  14.0,,,,,,,,,,,,  14.0
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,,,,,,,,,,   4.2,   3.1,   2.2,   3.1
Duxbury - Alden School,00820004,,,,   6.8,   2.3,,,,,,,,   4.5
Duxbury - Chandler Elementary,00820006,   6.6,   8.9,,,,,,,,,,,   7.8
Duxbury - Duxbury High,00820505,,,,,,,,,,   1.7,   3.9,   2.0,   2.5
Duxbury - Duxbury Middle,00820305,,,,,,,   5.1,   4.7,,,,,   4.9
East Bridgewater - Central,00830005,   8.1,   6.2,,,,,,,,,,,   7.1
East Bridgewater - East Bridgewater JR./SR. High School,00830505,,,,,,,,   1.8,  21.8,   3.6,   1.9,   1.3,   6.4
East Bridgewater - Gordon W. Mitchell School,00830010,,,,   3.3,   3.0,   2.7,,,,,,,   3.0
East Longmeadow - Birchland Park,00870305,,,,,,,   5.7,   3.7,,,,,   4.7
East Longmeadow - East Longmeadow High,00870505,,,,,,,,,,   2.7,   2.9,   1.8,   2.5
East Longmeadow - Mapleshade,00870010,,,,  13.4,   7.1,,,,,,,,  10.0
East Longmeadow - Meadow Brook,00870013,   7.8,   8.6,,,,,,,,,,,   8.2
East Longmeadow - Mountain View,00870015,,,,   8.9,   1.1,,,,,,,,   5.3
Eastham - Eastham Elementary,00850005,  15.2,   4.2,   7.4,   0.0,   3.7,,,,,,,,   6.4
Easthampton - Center School,00860005,  41.5,  42.5,  35.9,  33.3,,,,,,,,,  38.4
Easthampton - Easthampton High,00860505,,,,,,,,,,   4.9,   5.1,   3.6,   4.5
Easthampton - Maple,00860010,  14.3,   2.4,  13.2,  13.2,,,,,,,,,  10.7
Easthampton - Neil A Pepin,00860020,  44.7,  45.9,  35.1,  36.8,,,,,,,,,  40.7
Easthampton - White Brook Middle School,00860305,,,,,,  13.0,  11.2,   1.8,,,,,   8.7
