District Name,District Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Ma Academy for Math and Science,04680000,,,,,,,,,,,,   2.0,   2.0
Malden,01650000,  10.5,   8.8,   8.2,   8.2,   7.2,   7.4,   8.9,   4.7,  19.7,   9.4,   5.5,   6.1,   8.7
Manchester Essex Regional,06980000,   8.0,   1.2,   2.3,   4.9,   2.0,   1.7,   1.6,   1.8,  12.3,   6.3,   2.5,   2.7,   4.0
Mansfield,01670000,   3.6,   2.6,   4.3,   1.1,   2.7,   2.2,   4.1,   3.0,  12.1,   2.6,   3.0,   1.6,   3.7
Map Academy Charter School (District),35170000,,,,,,,,,,   2.4,  12.9,  13.5,   9.2
Marblehead,01680000,   3.4,   3.9,   6.3,   7.3,   4.1,   5.1,   3.1,   3.5,  15.6,   3.9,   4.6,   3.5,   5.4
Marblehead Community Charter Public (District),04640000,,,,,   6.5,  15.7,  80.4,  12.8,,,,,  30.5
Marion,01690000,   1.9,   1.8,   3.4,   1.6,   1.8,   3.3,,,,,,,   2.3
Marlborough,01700000,  10.2,   9.4,   6.8,   5.2,   6.1,  17.3,   7.5,   7.7,  38.1,   8.7,   3.9,   2.9,  10.4
Marshfield,01710000,   2.2,   3.4,   2.6,   3.3,   2.1,   2.1,   3.5,   2.5,   5.9,   1.8,   1.3,   3.0,   2.8
Martha's Vineyard,07000000,,,,,,,,,,   5.3,   3.1,   3.9,   4.1
Martha's Vineyard Charter (District),04660000,   0.0,   0.0,   0.0,  11.1,   0.0,  25.0,  15.0,   0.0,  84.2,  15.4,  14.3,,  16.6
Martin Luther King Jr. Charter School of Excellence (District),04920000,  14.8,   5.1,   1.6,   6.7,  10.0,,,,,,,,   7.6
Masconomet,07050000,,,,,,,,   1.0,  17.7,   5.1,   3.1,   1.1,   5.9
Mashpee,01720000,  11.3,   6.4,  12.4,   6.7,   6.1,   2.4,   4.3,   6.3,  22.1,   3.6,   5.7,   1.9,   7.6
Mattapoisett,01730000,   0.0,   5.0,   0.0,   3.2,   3.6,   1.5,,,,,,,   2.3
Maynard,01740000,  12.8,   5.3,   4.9,   7.5,   6.5,  15.0,   8.1,   7.0,  29.7,   2.2,   6.0,   3.4,   9.1
Medfield,01750000,   2.7,   3.2,   5.4,   2.0,   2.1,   2.7,   2.7,   4.5,   9.7,   3.0,   2.0,   1.5,   3.5
Medford,01760000,   7.7,   5.9,   6.9,   5.3,   4.8,  10.3,   7.1,   4.2,  10.0,   3.8,   3.3,   3.6,   6.1
Medway,01770000,   2.7,   3.3,   6.5,   3.0,   4.2,   1.6,   0.6,   3.0,  10.9,   2.2,   3.2,   1.6,   3.6
Melrose,01780000,   5.9,   3.1,   2.4,   3.8,   3.2,   3.6,   4.4,   2.3,  19.7,   4.1,   2.5,   1.4,   4.6
Mendon-Upton,07100000,   2.6,   4.1,   3.4,   4.2,   5.0,   2.1,   2.5,   0.5,  32.0,   1.2,   3.7,   1.9,   5.6
Methuen,01810000,   6.8,   7.9,   4.1,   5.7,   8.0,   5.2,   7.6,   4.3,  28.5,   5.2,   4.9,   2.8,   7.8
Middleborough,01820000,   4.5,   4.2,   3.6,   3.8,   0.9,   3.9,   3.1,   5.0,  22.3,   5.5,   1.6,   3.2,   5.4
Middleton,01840000,   4.7,   2.5,   2.3,   1.3,   3.4,   3.0,,,,,,,   3.0
Milford,01850000,  11.0,   8.4,   7.9,   6.5,   5.4,   7.3,   5.2,   5.6,  21.7,   3.9,   3.2,   4.6,   7.8
Millbury,01860000,   1.8,   3.8,   6.9,   6.1,   6.8,   3.6,   4.5,   2.2,  15.3,   3.2,   4.2,   0.0,   5.1
Millis,01870000,   1.3,   5.3,   3.7,   2.4,   3.8,   1.3,   5.3,   1.0,  31.1,  11.7,   1.1,   1.1,   6.1
Milton,01890000,   2.0,   1.9,   0.5,   0.8,   2.2,   5.7,   8.2,   3.6,  15.9,   2.6,   1.8,   2.1,   3.9
Minuteman Regional Vocational Technical,08300000,,,,,,,,,,   3.4,   2.7,   0.8,   2.3
Mohawk Trail,07170000,   1.5,   5.4,   0.0,   3.0,   6.9,   0.0,  18.5,   1.5,  42.3,  11.7,   9.6,   0.0,   8.0
Monomoy Regional School District,07120000,   2.5,   4.9,   2.2,   2.1,   4.9,  13.6,   2.8,   8.4,  17.4,   8.8,   2.7,   3.2,   6.2
Monson,01910000,   5.6,   6.6,   4.4,   5.6,   5.3,   4.3,  11.1,   5.9,  24.0,   5.9,   4.7,   5.3,   7.0
Montachusett Regional Vocational Technical,08320000,,,,,,,,,,   3.5,   1.4,   2.6,   2.5
Mount Greylock,07150000,   7.1,   7.1,   3.3,   6.5,   2.3,  10.8,   7.0,   0.8,  16.7,   8.9,   2.4,   0.0,   6.0
Mystic Valley Regional Charter (District),04700000,   2.6,   5.2,   3.1,   3.9,   2.3,   7.3,   5.5,   2.3,  18.4,  14.3,   0.0,   1.2,   5.3
Nahant,01960000,   0.0,   7.1,   0.0,  10.0,  11.8,   0.0,,,,,,,   5.2
Nantucket,01970000,   3.6,   7.1,   5.5,   2.7,   4.5,   4.2,   3.3,   3.3,   6.1,   4.4,   3.4,   2.9,   4.3
Narragansett,07200000,   6.4,   4.7,   1.8,   4.5,   4.3,   2.4,   6.6,   7.7,  24.3,   6.5,   3.2,   5.3,   6.6
Nashoba,07250000,   1.9,   3.8,   0.9,   2.9,   1.5,   2.0,   5.2,   3.0,  20.7,   1.9,   3.7,   2.3,   4.1
Nashoba Valley Regional Vocational Technical,08520000,,,,,,,,,,   1.7,   1.7,   2.4,   1.9
Natick,01980000,   3.6,   4.2,   5.3,   2.6,   4.3,   6.7,   3.0,   4.5,   4.8,   2.6,   2.2,   0.7,   3.7
Nauset,06600000,,,,,,,   0.5,   5.7,  14.4,   4.5,   3.3,   2.6,   4.9
Needham,01990000,   3.2,   3.0,   3.7,   4.1,   3.1,   3.9,   3.8,   4.3,   7.7,   1.6,   2.1,   0.8,   3.4
Neighborhood House Charter (District),04440000,   0.0,  20.5,  10.0,  15.9,  14.6,   8.8,  25.8,   9.7,  39.3,  16.4,  11.5,,  16.2
New Bedford,02010000,   8.4,   9.2,   4.7,   4.9,  14.3,  12.8,   4.4,   5.1,  35.8,   6.9,   6.7,   8.9,  10.3
New Heights Charter School of Brockton (District),35130000,,,,,,,  15.1,  11.2,  31.8,  13.0,   6.6,,  15.8
New Salem-Wendell,07280000,   4.5,  11.8,   0.0,  10.5,   6.7,   5.0,,,,,,,   6.3
Newburyport,02040000,   2.9,   2.4,   2.9,   6.7,   3.5,   8.1,   1.2,   3.0,   8.0,   2.3,   2.4,   0.0,   3.6
Newton,02070000,   4.6,   2.4,   3.6,   4.3,   3.8,   7.0,   4.5,   4.6,   7.2,   3.3,   2.6,   1.4,   4.1
Norfolk,02080000,   1.6,   1.7,   2.3,   2.0,   4.2,   2.3,,,,,,,   2.3
Norfolk County Agricultural,09150000,,,,,,,,,,   7.3,   4.3,   0.8,   4.4
North Adams,02090000,   9.5,   5.8,   3.8,   7.1,   9.6,  15.6,   8.5,   1.9,  37.1,   6.8,   9.2,   4.5,  10.3
North Andover,02110000,   5.5,   6.7,   5.6,   4.2,   3.0,   5.3,   2.8,   1.9,  16.3,   3.3,   3.2,   1.8,   5.0
North Attleborough,02120000,   4.3,   4.3,   2.6,   3.9,   3.1,   5.1,   2.6,   2.7,  29.1,   1.9,   0.4,   0.3,   5.3
North Brookfield,02150000,   5.0,  10.3,   8.3,   2.9,   5.0,  10.4,  23.9,   7.9,  39.1,  18.9,  14.3,   0.0,  12.4
North Middlesex,07350000,   5.5,   3.5,   3.9,   3.0,   6.0,   3.5,   3.2,   3.2,  31.4,   4.0,   1.9,   0.5,   5.8
North Reading,02170000,   1.3,   2.8,   2.4,   2.7,   2.2,   4.0,   1.1,   3.1,  13.1,   2.3,   2.6,   1.5,   3.4
Northampton,02100000,   2.3,   2.7,   3.8,   6.4,   3.6,   6.3,   8.5,   2.1,  16.9,   4.7,   4.3,   3.0,   5.5
Northampton-Smith Vocational Agricultural,04060000,,,,,,,,,,   4.4,   4.0,   1.8,   3.4
Northboro-Southboro,07300000,,,,,,,,,,   2.4,   3.1,   1.8,   2.4
Northborough,02130000,   6.0,   5.7,   4.0,   4.7,   4.7,   2.6,   4.9,   3.5,,,,,   4.5
Northbridge,02140000,  13.0,  10.8,   6.8,   6.1,   4.2,   3.7,   7.0,   2.4,  25.1,   6.2,   7.8,   1.7,   8.1
Northeast Metropolitan Regional Vocational Technical,08530000,,,,,,,,,,   3.1,   2.6,   0.7,   2.2
Northern Berkshire Regional Vocational Technical,08510000,,,,,,,,,,   2.3,   8.0,   1.7,   4.0
Norton,02180000,   2.7,   2.8,   1.8,   1.8,   0.6,   2.0,   5.9,   2.1,  20.5,   4.7,   3.3,   1.7,   4.3
Norwell,02190000,   6.5,   3.1,   2.6,   1.8,   3.1,   3.6,   3.3,   2.5,  10.5,   0.6,   0.0,   2.1,   3.3
Norwood,02200000,   7.9,   6.9,   5.4,   5.5,   5.0,  10.1,   5.1,   5.3,  16.9,   3.1,   4.1,   2.0,   6.4
Oak Bluffs,02210000,   8.0,   6.3,   2.2,   1.9,   2.1,   7.4,  10.9,   2.2,,,,,   5.2
Old Colony Regional Vocational Technical,08550000,,,,,,,,,,   4.3,   1.5,   2.9,   2.9
Old Rochester,07400000,,,,,,,,   1.9,  29.1,   5.4,   5.1,   2.3,   9.3
Old Sturbridge Academy Charter Public School (District),35150000,   2.5,   5.0,  12.5,   2.5,   7.5,,,,,,,,   6.0
Orange,02230000,   9.0,   7.8,   8.5,  17.1,   8.1,   4.1,,,,,,,   8.9
Orleans,02240000,   6.5,   8.3,   2.8,   5.6,   6.9,,,,,,,,   6.0
Oxford,02260000,   5.3,   5.0,   2.9,   3.8,   6.3,   7.3,   3.4,   6.9,  35.0,   6.1,   6.0,   6.9,   8.2
Palmer,02270000,   7.0,   5.9,   9.3,  11.0,   6.4,   8.0,   8.9,   2.7,  41.0,   7.7,   5.1,   2.5,  10.4
Pathfinder Regional Vocational Technical,08600000,,,,,,,,,,   4.7,   4.8,   3.7,   4.4
Paulo Freire Social Justice Charter School (District),35010000,,,,,,,,,,  16.7,  18.1,   9.8,  15.6
Peabody,02290000,   6.1,   7.4,   4.9,   3.1,   4.3,   7.4,   5.0,   3.8,  26.3,   5.3,   4.6,   3.4,   7.1
Pelham,02300000,   0.0,  14.3,   9.1,  16.7,  11.8,  12.5,,,,,,,  10.6
Pembroke,02310000,   5.6,   1.6,   1.7,   5.5,   3.3,   2.6,   3.0,   2.7,  18.0,   2.4,   4.3,   2.1,   4.6
Pentucket,07450000,   2.6,   1.2,   3.1,   2.3,   1.7,   4.0,   4.8,   3.2,  21.8,   3.2,   1.5,   3.2,   4.6
Petersham,02340000,   0.0,  22.2,   0.0,   0.0,  10.0,   0.0,,,,,,,   3.8
Phoenix Academy Public Charter High School Lawrence (District),35180000,,,,,,,,,,  15.4,   6.3,  47.4,  19.5
Phoenix Academy Public Charter High School Springfield (District),35080000,,,,,,,,,,  20.0,   8.3,  27.6,  20.6
Phoenix Charter Academy (District),04930000,,,,,,,,,,  13.2,   6.3,  21.7,  13.7
Pioneer Charter School of Science (District),04940000,   3.2,   3.2,   3.1,   6.2,   1.5,   0.0,   5.0,  13.3,  11.9,  10.3,   0.0,   0.0,   5.0
Pioneer Charter School of Science II (PCSS-II) (District),35060000,,,,,,,,   3.2,  15.3,   5.9,   4.9,   8.2,   7.7
Pioneer Valley,07500000,   5.9,   4.8,   7.1,   3.6,   4.8,   9.1,  14.5,   1.6,  32.4,  19.4,   2.0,   0.0,   9.2
Pioneer Valley Chinese Immersion Charter (District),04970000,   6.7,   2.3,   0.0,  12.5,   2.2,   7.0,  16.2,  10.9,  55.0,   4.5,   0.0,   0.0,  10.7
Pioneer Valley Performing Arts Charter Public (District),04790000,,,,,,,,   5.8,  21.7,  13.8,   8.2,   1.6,  10.4
Pittsfield,02360000,   8.6,   5.1,   6.1,   3.8,   6.5,  15.6,   9.0,   6.8,   8.2,   6.1,   3.3,   2.9,   6.8
Plainville,02380000,   9.0,   4.4,   2.2,   4.5,   1.2,   2.7,,,,,,,   4.0
Plymouth,02390000,   4.8,   3.8,   3.0,   3.7,   9.8,   3.5,   3.5,   3.0,   7.1,   4.0,   2.9,   2.3,   4.3
Plympton,02400000,   0.0,   5.7,  10.7,   2.8,   9.1,   9.1,,,,,,,   6.0
Prospect Hill Academy Charter (District),04870000,   6.2,   4.5,  11.0,   6.7,  14.9,  16.5,  10.8,   9.1,  19.5,   9.3,  16.9,   7.6,  11.3
Provincetown,02420000,  11.1,  20.0,   0.0,   0.0,  14.3,  11.1,  10.0,   0.0,,,,,   8.1
Quabbin,07530000,   8.8,   6.2,   3.1,   5.6,   4.0,   1.8,   5.7,   3.3,  26.5,   6.3,   2.7,   3.5,   6.6
Quaboag Regional,07780000,   3.5,   8.8,   2.5,   6.2,   2.6,   6.1,  22.8,   4.2,  22.4,  10.1,   7.1,   4.7,   8.9
Quincy,02430000,   5.8,   7.4,   6.7,   4.8,   4.9,   6.8,   3.7,   3.6,   7.5,   4.2,   2.8,   2.7,   5.1
Ralph C Mahar,07550000,,,,,,,,   2.0,  26.3,  32.4,   2.9,  39.2,  22.1
Randolph,02440000,  12.8,   6.0,  12.6,  11.8,  11.7,  16.4,  11.6,   8.4,  46.0,  13.8,   8.4,   4.5,  13.6
Reading,02460000,   4.0,   2.6,   2.9,   2.9,   0.3,   3.8,   1.7,   3.7,  13.7,   0.7,   1.5,   1.3,   3.4
Revere,02480000,   8.6,   8.4,   6.7,   8.1,  10.3,   7.8,   5.0,   6.6,  22.0,   6.0,   3.9,   4.3,   8.1
Richmond,02490000,   6.3,   5.9,  17.6,  15.8,  20.0,  12.5,  14.3,  12.5,,,,,  13.3
Rising Tide Charter Public (District),04830000,,,,,,   5.2,  13.2,   7.7,  33.3,  13.3,   3.1,   4.3,  12.0
River Valley Charter (District),04820000,   6.3,   6.5,  15.2,  15.6,   8.8,  21.2,  16.1,  18.2,,,,,  13.5
Rochester,02500000,   0.0,   2.6,   0.0,   1.2,   0.0,   1.5,,,,,,,   1.0
Rockland,02510000,  11.7,   6.3,   4.9,   6.5,   4.9,   7.9,   2.7,   6.7,  24.0,   7.8,   4.9,   3.2,   7.7
Rockport,02520000,   7.4,   1.8,   6.5,   9.6,   3.1,   7.9,  11.4,   0.0,  23.0,   4.9,   4.3,   0.0,   6.8
Rowe,02530000,,   0.0,   0.0,,   0.0,   0.0,,,,,,,   0.0
Roxbury Preparatory Charter (District),04840000,,,,,,  12.9,  17.1,  12.8,  40.9,  18.2,  11.2,  12.8,  19.2
Sabis International Charter (District),04410000,   3.8,   1.7,   9.0,   2.4,   9.4,   8.6,  12.4,   4.7,  30.2,  12.9,   2.0,   4.3,   8.8
Salem,02580000,   6.4,   6.7,   7.8,   8.9,   9.8,  28.0,   8.9,   6.0,  36.4,   5.8,   6.2,   5.3,  11.7
Salem Academy Charter (District),04850000,,,,,,,   4.2,   4.2,  18.1,  11.5,   4.8,   0.0,   7.3
Sandwich,02610000,   2.2,   5.0,   9.0,   5.2,   7.9,   8.2,   3.4,   3.2,  30.8,   4.5,   2.6,   1.8,   7.5
Saugus,02620000,   6.4,   7.4,   7.4,   4.9,   4.3,   5.4,  12.9,   5.4,  30.9,   5.4,   1.1,   2.5,   8.1
Savoy,02630000,  16.7,   0.0,  14.3,   0.0,   0.0,,,,,,,,   4.8
Scituate,02640000,   2.2,   0.4,   3.0,   3.8,   3.7,   1.9,   3.1,   4.7,  15.2,   1.6,   2.4,   3.1,   3.7
Seekonk,02650000,   4.3,   2.0,   1.9,   1.4,   2.0,   7.4,   0.6,   1.3,  26.1,   1.2,   2.6,   2.0,   4.6
Seven Hills Charter Public (District),04860000,   5.1,   6.5,   5.6,   1.2,   7.9,   3.9,   0.0,   4.2,,,,,   4.3
Sharon,02660000,   3.6,   1.2,   3.6,   3.3,   3.6,   4.5,   3.5,   3.5,   4.0,   2.6,   2.3,   0.8,   3.1
Shawsheen Valley Regional Vocational Technical,08710000,,,,,,,,,,   2.4,   2.5,   0.6,   1.9
Sherborn,02690000,   1.8,   0.0,   2.9,   0.0,   4.6,,,,,,,,   2.0
Shrewsbury,02710000,   5.0,   4.5,   3.8,   4.9,   4.1,   3.2,   3.1,   3.3,  12.6,   3.7,   3.3,   2.2,   4.5
Shutesbury,02720000,   7.7,  20.0,   5.3,  16.7,   0.0,   7.1,,,,,,,   8.5
Silver Lake,07600000,,,,,,,,   4.1,   3.7,   4.8,   3.6,   4.0,   4.0
Sizer School: A North Central Charter Essential (District),04740000,,,,,,,,   9.6,  45.2,  12.7,  10.3,   6.3,  18.1
Somerset,02730000,   5.3,   6.9,   4.0,   3.1,   3.3,   4.7,   0.5,   0.5,,,,,   3.4
Somerset Berkley Regional School District,07630000,,,,,,,,,,   3.5,   3.2,   2.3,   3.0
Somerville,02740000,   8.5,  11.1,   8.6,   8.7,   7.7,   6.5,   5.6,   7.4,   6.7,   5.2,   5.2,   2.9,   7.2
South Hadley,02780000,   4.2,   5.1,   4.0,   5.3,   6.4,   5.2,   8.0,   2.1,  11.0,   3.6,   3.5,   2.9,   5.1
South Middlesex Regional Vocational Technical,08290000,,,,,,,,,,   4.3,   1.5,   3.8,   3.2
South Shore Charter Public (District),04880000,   2.7,   6.3,   7.6,  13.8,   7.8,   8.9,  13.0,  12.7,  25.3,  14.7,   4.2,   6.8,  10.3
South Shore Regional Vocational Technical,08730000,,,,,,,,,,   3.0,   1.9,   3.4,   2.8
Southampton,02750000,   4.7,   1.8,   6.4,   1.8,   3.4,   0.0,,,,,,,   3.1
Southborough,02760000,   2.7,   3.0,   4.1,   3.7,   0.8,   5.4,   3.7,   2.0,,,,,   3.1
Southbridge,02770000,  14.1,  11.7,   8.0,   9.3,  10.6,  11.0,  11.4,   4.4,  37.1,  10.8,  10.4,  14.5,  12.9
Southeastern Regional Vocational Technical,08720000,,,,,,,,,,   5.1,   1.6,   0.9,   2.6
Southern Berkshire,07650000,  10.3,  10.8,   3.7,   5.7,  12.2,   7.1,   3.8,   7.1,   6.9,   9.4,   2.0,   1.9,   6.7
Southern Worcester County Regional Vocational Technical,08760000,,,,,,,,,,   3.6,   2.1,   0.8,   2.3
Southwick-Tolland-Granville Regional School District,07660000,   4.8,   5.7,   3.9,   1.8,   3.3,   1.7,   1.7,   2.7,  16.2,   6.5,   7.1,   2.7,   4.9
Spencer-E Brookfield,07670000,   9.8,  10.9,   5.6,   7.3,   9.1,   2.9,  13.8,   3.3,  42.7,   9.4,   3.1,   4.7,  10.5
Springfield,02810000,   7.1,   7.1,   6.6,   5.9,  11.0,  17.4,   6.6,   7.1,   7.1,   7.1,   5.0,   4.7,   7.9
Springfield Preparatory Charter School (District),35100000,  13.0,   3.7,   1.9,   5.6,   9.4,,,,,,,,   6.7
Stoneham,02840000,   4.4,   4.0,   4.3,   4.3,   5.2,   4.7,   5.6,   5.0,  21.4,   4.3,   5.4,   3.4,   6.0
Stoughton,02850000,   5.5,   4.6,   5.3,   5.7,   7.9,   5.2,   3.6,   5.5,  15.4,   3.8,   6.9,   2.3,   6.0
Sturbridge,02870000,   3.2,   5.2,   1.8,   2.7,   2.6,   2.3,,,,,,,   2.9
Sturgis Charter Public (District),04890000,,,,,,,,,,   8.1,   7.3,   3.5,   6.4
Sudbury,02880000,   4.1,   2.7,   3.6,   3.9,   3.2,   4.6,   2.4,   4.8,,,,,   3.6
Sunderland,02890000,   3.3,  10.7,   9.1,   2.8,  10.0,  15.4,,,,,,,   8.6
Sutton,02900000,   3.9,   1.1,   4.5,   2.9,   1.9,   0.9,   3.3,   2.6,  40.2,   6.0,   1.2,   4.5,   6.9
Swampscott,02910000,   3.9,   3.9,   0.7,  12.3,   8.1,   3.8,   4.1,   2.3,  19.1,   2.6,   3.8,   1.2,   5.5
Swansea,02920000,   2.1,   1.3,   3.0,   3.5,   4.2,   3.5,   3.7,   2.5,  26.7,   6.7,   3.7,   0.8,   5.2
TEC Connections Academy Commonwealth Virtual School District,39020000,  28.6,  28.3,  33.3,  22.4,  31.8,  29.9,  34.7,  26.3,  47.1,  32.2,  35.4,  29.5,  33.4
Tantasqua,07700000,,,,,,,,   4.4,   7.5,   4.2,   3.9,   2.0,   4.4
Taunton,02930000,   4.4,   5.0,   5.9,   3.8,   5.7,   6.0,   4.4,   5.2,  25.0,   6.0,   3.0,   2.6,   6.5
Tewksbury,02950000,   5.1,   4.3,   2.4,   3.8,   5.6,   3.9,   3.5,   2.8,  33.9,   3.0,   4.2,   3.1,   6.5
Tisbury,02960000,  16.0,   9.1,  17.1,  14.3,  18.5,   7.3,  30.2,   5.6,,,,,  14.9
Topsfield,02980000,   0.0,   2.3,   1.1,   5.7,   0.0,   5.0,,,,,,,   2.5
Tri-County Regional Vocational Technical,08780000,,,,,,,,,,   3.4,   2.9,   1.6,   2.6
Triton,07730000,   3.6,   4.2,   6.2,   4.3,   3.2,   6.5,   8.8,   3.4,  16.3,   5.5,   1.9,   3.4,   5.8
Truro,03000000,   0.0,  14.3,   0.0,   5.9,  15.4,  75.0,,,,,,,  19.8
Tyngsborough,03010000,   0.9,   3.6,   1.4,   0.9,   4.3,   2.7,   0.9,   6.0,  32.6,   8.7,   0.9,   1.7,   5.7
UP Academy Charter School of Boston (District),04800000,,,,,,,  30.2,  17.2,,,,,  23.8
UP Academy Charter School of Dorchester (District),35050000,   7.7,  15.5,  12.7,   6.7,  14.9,   9.0,  19.3,   9.7,,,,,  12.1
Up-Island Regional,07740000,   4.5,   4.9,   5.1,   0.0,   6.1,   1.9,   7.7,   2.3,,,,,   4.0
Upper Cape Cod Regional Vocational Technical,08790000,,,,,,,,,,   3.3,   3.2,   1.7,   2.8
Uxbridge,03040000,   0.9,   3.3,   7.6,   4.9,   2.3,   4.9,   3.0,   0.7,  17.6,   4.9,   1.8,   3.5,   4.7
Veritas Preparatory Charter School (District),04980000,,,,,,   9.2,  12.6,   9.6,,,,,  10.4
Wachusett,07750000,   1.9,   3.4,   2.3,   1.7,   1.3,   3.2,   2.5,   3.3,  18.8,   2.0,   3.4,   2.0,   4.0
Wakefield,03050000,   4.5,   3.8,   3.3,   1.6,   3.8,   2.6,   2.6,   2.0,  16.2,   3.2,   3.1,   1.5,   4.0
Wales,03060000,  14.3,  17.6,   7.1,   8.0,   6.3,  14.8,,,,,,,  11.5
Walpole,03070000,   1.8,   3.3,   3.2,   4.2,   2.2,   3.3,   8.2,   2.6,  17.4,   1.8,   3.6,   3.3,   4.6
Waltham,03080000,   6.0,   5.3,   5.0,   6.0,   5.5,   7.9,   6.5,   3.2,   6.2,   6.5,   5.2,   4.1,   5.6
Ware,03090000,  13.3,   5.5,  11.5,   7.3,   8.0,   3.0,  10.4,   6.3,  36.8,  13.0,   4.4,   2.4,  10.6
Wareham,03100000,   8.7,   5.1,   5.9,   4.2,   9.2,   7.3,   8.6,   4.7,  34.1,  10.0,   8.5,   6.1,   9.5
Watertown,03140000,   9.7,   8.0,   8.3,   6.3,   8.6,   7.7,   5.3,   4.4,  22.5,   7.6,   1.7,   1.4,   7.8
Wayland,03150000,   2.9,   2.2,   1.9,   2.5,   2.1,   3.9,   2.1,   2.8,   7.1,   3.0,   3.4,   1.0,   2.9
Webster,03160000,   9.0,   6.8,  10.2,   7.4,   7.9,   9.7,   8.5,   8.7,  34.6,   7.5,   3.7,   7.5,  10.5
Wellesley,03170000,   4.3,   3.3,   5.8,   4.0,   5.1,   5.6,   6.9,   4.2,   8.1,   4.5,   4.3,   1.9,   4.9
Wellfleet,03180000,   6.3,   0.0,   0.0,   0.0,   0.0,,,,,,,,   1.3
West Boylston,03220000,   7.5,   6.2,   4.9,   4.8,   5.0,   5.9,   8.3,   2.9,  23.9,   2.3,   1.5,   5.5,   6.6
West Bridgewater,03230000,   5.3,   0.0,   1.1,   1.1,   0.0,   1.0,   1.0,   1.0,  17.7,   3.8,   1.0,   1.9,   3.2
West Springfield,03320000,   9.2,   4.6,   7.2,   7.4,   7.3,   7.1,   5.4,   4.9,   7.8,   5.8,   4.7,   3.2,   6.3
Westborough,03210000,   7.5,   7.7,   7.2,   6.0,   7.6,   4.9,   5.0,   4.8,  10.9,   6.1,   3.2,   1.5,   6.0
Westfield,03250000,   5.9,   4.2,   6.3,   6.6,   4.8,   5.6,   6.4,   4.6,   7.2,   4.9,   3.3,   2.5,   5.1
Westford,03260000,   3.4,   2.5,   3.3,   1.4,   2.4,   3.1,   2.1,   1.8,   7.7,   2.5,   2.5,   2.1,   2.9
Westhampton,03270000,   0.0,  10.0,   5.0,   0.0,   5.0,  11.8,,,,,,,   5.1
Weston,03300000,   3.6,   5.7,   3.5,   7.1,   6.0,   7.4,   3.9,   3.1,   7.0,   2.4,   3.0,   1.8,   4.5
Westport,03310000,   4.8,   3.7,   1.9,   0.9,   1.6,   2.7,   1.7,   4.1,  37.9,   8.2,   5.5,   2.1,   6.4
Westwood,03350000,   3.4,   1.9,   3.0,   2.7,   2.1,   4.5,   5.6,   4.7,   4.3,   3.5,   2.0,   1.7,   3.3
Weymouth,03360000,  11.2,   8.5,   5.6,   6.4,   9.3,   4.4,   6.3,   5.5,   7.6,   5.2,   3.0,   2.5,   6.2
Whately,03370000,   6.3,   7.1,   5.6,   0.0,   6.3,   5.9,,,,,,,   5.4
Whitman-Hanson,07800000,   5.4,   5.0,   3.4,   4.4,   2.9,   2.0,   4.0,   2.3,  22.0,   1.7,   2.4,   1.5,   5.0
Whittier Regional Vocational Technical,08850000,,,,,,,,,,   4.4,   2.2,   0.9,   2.5
Williamsburg,03400000,   5.3,   5.9,   5.9,   3.8,  13.6,  19.0,,,,,,,   9.0
Wilmington,03420000,   2.7,   3.3,   2.1,   4.4,   1.9,   4.4,   1.5,   2.2,  25.2,   3.8,   2.6,   0.9,   4.7
Winchendon,03430000,   6.1,   3.8,   7.2,   6.5,   6.3,  13.3,  19.6,   8.0,  39.3,  16.9,   7.1,   9.3,  12.1
Winchester,03440000,   3.2,   2.8,   3.2,   3.0,   3.7,   4.5,   4.5,   4.0,   9.9,   2.0,   1.9,   1.2,   3.7
Winthrop,03460000,   5.8,   6.8,   3.5,   3.7,   9.7,   5.9,   1.3,   2.5,  19.5,   5.4,   6.9,   6.8,   6.5
Woburn,03470000,   8.0,   6.4,   5.7,   5.4,   3.8,   7.1,   3.5,   4.6,  15.9,   3.5,   1.7,   2.0,   5.6
Worcester,03480000,   8.4,   7.5,   6.9,   6.1,   6.5,   6.1,   9.3,   4.3,   7.1,   6.0,   5.4,   4.3,   6.5
Worthington,03490000,   0.0,   7.7,   0.0,   0.0,   0.0,   0.0,,,,,,,   1.8
Wrentham,03500000,   4.8,   3.1,   4.0,   5.2,   0.8,   1.9,,,,,,,   3.2
