School Name,School Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Boston - Sarah Greenwood,00350308,  14.3,  24.0,  21.6,   8.5,  14.6,  10.4,  22.6,  28.0,,,,,  17.3
Boston - Snowden International School at Copley,00350690,,,,,,,,,,   8.0,   5.2,   8.2,   7.1
Boston - TechBoston Academy,00350657,,,,,,,  22.8,  20.2,  31.1,  11.7,   6.9,   8.2,  16.4
Boston - The English High,00350535,,,,,,,,,,  20.9,  16.1,  18.5,  18.8
Boston - Thomas J Kenny,00350328,  12.2,  15.0,  15.4,  23.4,  37.1,,,,,,,,  22.3
Boston - UP Academy Holland,00350167,  14.0,  15.9,  11.1,  13.0,  18.3,,,,,,,,  14.4
Boston - Urban Science Academy,00350579,,,,,,,,,,,,  36.2,  36.2
Boston - Warren-Prescott,00350346,  13.0,   7.0,  18.5,  16.7,   8.8,   8.2,  43.9,   8.8,,,,,  15.5
Boston - Washington Irving Middle,00350445,,,,,,,  33.9,  15.6,,,,,  25.6
Boston - West Roxbury Academy,00350658,,,,,,,,,,,,  64.8,  64.8
Boston - William E Russell,00350366,  10.7,   8.3,  14.8,  17.0,  26.5,,,,,,,,  15.1
Boston - William Ellery Channing,00350360,  11.1,  14.7,  32.4,  11.5,  16.7,,,,,,,,  18.2
Boston - William H Ohrenberger,00350258,,,,  11.1,  17.4,  17.4,  50.7,  18.4,,,,,  24.5
Boston - William McKinley,00350363,,  14.3,   0.0,   7.1,  11.1,  21.7,   4.2,  13.0,  15.2,  16.9,  10.9,  21.7,  14.0
Boston - William Monroe Trotter,00350370,  16.9,  21.3,  20.3,  15.0,  35.6,  26.9,  33.3,  18.5,,,,,  23.3
Boston - Winship Elementary,00350374,  14.3,   3.4,  16.0,  33.3,   5.3,,,,,,,,  14.0
Boston - Young Achievers,00350380,  15.4,  11.1,  14.5,  14.3,  19.8,  17.3,  24.4,  13.6,,,,,  16.4
Boston Collegiate Charter (District) - Boston Collegiate Charter School,04490305,,,,,,   4.1,  18.2,   8.3,  14.1,  12.4,   8.2,   4.8,  10.3
Boston Day and Evening Academy Charter (District) - Boston Day and Evening Academy Charter School,04240505,,,,,,,,,,   4.5,   7.8,   9.1,   6.4
Boston Green Academy Horace Mann Charter School (District) - Boston Green Academy Horace Mann Charter School,04110305,,,,,,,  21.2,   8.2,  27.6,   5.0,   3.7,   9.2,  11.4
Boston Preparatory Charter Public (District) - Boston Preparatory Charter Public School,04160305,,,,,,,  11.2,   4.4,  15.6,  12.6,   9.8,   3.8,   9.7
Boston Renaissance Charter Public (District) - Boston Renaissance Charter Public School,04810550,  11.1,   6.0,   9.0,   8.8,  28.9,  21.4,,,,,,,  13.4
Bourne - Bourne High School,00360505,,,,,,,,,,   7.6,   3.6,   3.2,   4.8
Bourne - Bourne Intermediate School,00360030,,,,,,,,,,,,,
Bourne - Bourne Middle School,00360325,,,,,,   3.5,   5.6,   8.5,,,,,   5.9
Bourne - Bournedale Elementary School,00360005,   2.5,   4.1,,,,,,,,,,,   3.3
Boxford - Harry Lee Cole,00380005,   2.6,   3.5,,,,,,,,,,,   3.1
Boxford - Spofford Pond,00380013,,,,   2.6,   3.2,   3.8,,,,,,,   3.2
Braintree - Archie T Morrison,00400033,   0.0,   4.0,   6.5,   4.9,   8.2,,,,,,,,   5.4
Braintree - Braintree High,00400505,,,,,,,,,,   1.9,   2.3,   1.9,   2.0
Braintree - Donald Ross,00400050,   9.5,   6.3,  10.9,   8.6,   5.7,,,,,,,,   8.0
Braintree - East Middle School,00400305,,,,,,,   5.7,   6.0,,,,,   5.8
Braintree - Highlands,00400015,   4.8,   6.3,   3.9,   2.3,   5.0,,,,,,,,   4.3
Braintree - Hollis,00400005,   6.5,   4.5,   8.5,   6.9,   2.6,,,,,,,,   5.8
Braintree - Liberty,00400025,,  11.0,  10.0,  10.1,   4.3,,,,,,,,   8.6
Braintree - Mary E Flaherty School,00400020,   8.0,   6.2,   6.1,  13.2,   4.2,,,,,,,,   7.5
Braintree - Monatiquot Kindergarten Center,00400009,,,,,,,,,,,,,
Braintree - South Middle School,00400310,,,,,,,   5.6,   2.3,,,,,   4.0
Brewster - Eddy Elementary,00410010,,,,   4.0,   2.4,,,,,,,,   3.2
Brewster - Stony Brook Elementary,00410005,   0.0,   1.8,,,,,,,,,,,   0.8
Bridge Boston Charter School (District) - Bridge Boston Charter School,04170205,  13.9,   5.0,   5.0,   2.5,  17.5,  12.5,  36.1,  12.5,,,,,  12.8
Bridgewater-Raynham - Bridgewater Middle School,06250320,,,,,,,,   3.6,,,,,   3.6
Bridgewater-Raynham - Bridgewater-Raynham Regional,06250505,,,,,,,,,,   3.5,   3.3,   2.0,   2.9
Bridgewater-Raynham - Laliberte Elementary School,06250050,,,   4.0,   1.2,,,,,,,,,   2.6
Bridgewater-Raynham - Merrill Elementary School,06250020,   6.9,,,,,,,,,,,,   6.9
Bridgewater-Raynham - Mitchell Elementary School,06250002,   5.8,   5.9,   3.2,,,,,,,,,,   5.0
Bridgewater-Raynham - Raynham Middle School,06250315,,,,,,   5.4,   2.2,   2.1,,,,,   3.3
Bridgewater-Raynham - Therapeutic Day School,06250415,,,,,,,,,,   0.0,,  50.0,  23.5
Bridgewater-Raynham - Williams Intermediate School,06250300,,,,,   0.9,   3.6,,,,,,,   2.3
Brimfield - Brimfield Elementary,00430005,   3.7,   5.7,   5.3,   6.5,   9.3,   4.8,,,,,,,   6.0
Bristol County Agricultural - Bristol County Agricultural High,09100705,,,,,,,,,,   6.0,   1.8,   3.6,   3.8
Bristol-Plymouth Regional Vocational Technical - Bristol-Plymouth Vocational Technical,08100605,,,,,,,,,,   2.6,   4.0,   1.7,   2.8
Brockton - Ashfield Middle School,00440421,,,,,,,  11.4,  14.3,,,,,  12.6
Brockton - Barrett Russell Early Childhood Center,00440008,,,,,,,,,,,,,
Brockton - Brockton Champion High School,00440515,,,,,,,,,,  36.1,  24.2,   0.0,  27.3
Brockton - Brockton High,00440505,,,,,,,,,,   8.3,   6.8,   3.8,   6.4
Brockton - Brookfield,00440010,  14.4,  14.5,  17.2,  20.7,  15.8,,,,,,,,  16.7
Brockton - Downey,00440110,  15.4,   7.1,   8.4,  11.9,  12.5,,,,,,,,  11.1
Brockton - Dr W Arnone Community School,00440001,  15.4,  10.7,   7.4,  17.9,  13.9,,,,,,,,  13.0
Brockton - East Middle School,00440405,,,,,,,  13.5,   8.0,,,,,  11.3
Brockton - Edgar B Davis,00440023,  15.5,   7.1,  14.5,  18.9,  15.7,  19.4,   8.6,   7.1,,,,,  13.2
Brockton - Edison Academy,00440520,,,,,,,,,,   9.8,  42.4,  54.8,  38.2
Brockton - Frederick Douglass Academy,00440080,,,,,,,,,  62.5,  83.3,  75.0,  85.7,  78.0
Brockton - Gilmore Elementary School,00440055,  15.9,  14.7,  13.7,  23.9,  14.8,,,,,,,,  16.7
Brockton - Hancock,00440045,  18.4,  19.8,   7.8,  24.2,  10.3,,,,,,,,  15.8
Brockton - Huntington Therapeutic Day School,00440400,,,,,,   0.0,,   0.0,,  21.4,  18.2,  12.5,  11.9
Brockton - John F Kennedy,00440017,  12.6,   9.3,  13.9,  20.9,  20.0,,,,,,,,  15.6
Brockton - Joseph F. Plouffe Academy,00440422,,,,,,,   3.0,   7.8,,,,,   5.2
Brockton - Louis F Angelo Elementary,00440065,  10.3,  13.5,  10.2,  14.5,  10.2,,,,,,,,  11.6
Brockton - Manthala George Jr. School,00440003,   5.5,  15.0,  10.6,  14.7,  16.4,,,,,,,,  12.0
Brockton - Mary E. Baker School,00440002,  14.6,  14.0,  16.2,  26.2,   4.5,,,,,,,,  15.4
Brockton - North Middle School,00440410,,,,,,,,   9.9,,,,,   9.9
Brockton - Oscar F Raymond,00440078,  14.1,   9.4,  12.8,  13.1,   6.3,,,,,,,,  11.2
Brockton - South Middle School,00440415,,,,,,,  10.7,   7.1,,,,,   8.9
Brockton - West Middle School,00440420,,,,,,,   8.6,   4.2,,,,,   6.6
Brooke Charter School (District) - Brooke Charter School,04280305,   2.8,   3.3,   2.8,   4.3,   9.3,   7.2,  16.0,   7.3,  25.1,  12.0,   5.5,   4.9,   8.6
Brookfield - Brookfield Elementary,00450005,   2.8,  12.2,   5.3,   8.9,   2.4,   5.6,,,,,,,   6.3
Brookline - Brookline Early Education Program at Beacon,00460001,,,,,,,,,,,,,
Brookline - Brookline Early Education Program at Clark Road,00460003,,,,,,,,,,,,,
Brookline - Brookline Early Education Program at Putterham,00460002,,,,,,,,,,,,,
Brookline - Brookline High,00460505,,,,,,,,,,   4.3,   5.7,   3.9,   4.7
Brookline - Coolidge Corner School,00460015,  11.6,  13.8,   8.2,  13.0,  10.6,  12.1,   9.4,  15.4,,,,,  11.8
Brookline - Edith C Baker,00460005,  12.8,  13.6,  14.4,  14.6,  13.3,   7.9,  14.0,   7.9,,,,,  12.6
Brookline - Heath,00460025,   1.9,   6.8,   9.1,  11.5,   7.0,  16.7,  12.1,   7.3,,,,,   9.2
Brookline - John D Runkle,00460045,   5.0,   9.4,   9.8,   6.6,   8.7,   4.3,   7.9,   3.2,,,,,   6.9
Brookline - Lawrence,00460030,  12.2,   8.1,  20.8,   7.2,  13.7,  22.7,   5.3,   8.1,,,,,  12.1
Brookline - Michael Driscoll,00460020,  13.4,   9.4,  11.9,  12.1,   2.5,  12.7,   9.7,   4.1,,,,,   9.2
Brookline - Pierce,00460040,  22.4,  16.7,  12.4,  17.0,  12.6,   9.6,  11.9,  11.5,,,,,  14.4
Brookline - The Lynch Center,00460060,,,,,,,,,,,,,
Brookline - William H Lincoln,00460035,  13.1,   6.0,   6.9,  11.3,   5.9,   7.9,   8.4,   5.2,,,,,   8.1
Burlington - Burlington High,00480505,,,,,,,,,,   4.5,   2.1,   1.6,   2.6
Burlington - Fox Hill,00480007,   8.2,   4.1,   3.8,   2.8,   4.8,,,,,,,,   4.8
Burlington - Francis Wyman Elementary,00480035,   3.9,   5.4,   3.9,   4.8,   5.2,,,,,,,,   4.6
Burlington - Marshall Simonds Middle,00480303,,,,,,,   1.9,   2.8,,,,,   2.3
Burlington - Memorial,00480015,   4.7,   6.0,   6.2,   4.2,   6.3,,,,,,,,   5.4
Burlington - Pine Glen Elementary,00480020,   1.6,   6.5,   3.8,   3.4,   7.5,,,,,,,,   4.4
Cambridge - Amigos School,00490006,   6.5,   2.1,   0.0,   8.7,   0.0,  11.6,   2.2,   2.8,,,,,   4.3
Cambridge - Cambridge Rindge and Latin,00490506,,,,,,,,,,   6.0,   5.9,   2.5,   4.8
Cambridge - Cambridge Street Upper School,00490305,,,,,,,   4.0,   5.5,,,,,   4.6
Cambridge - Cambridgeport,00490007,   6.1,   3.5,  17.1,  13.3,   4.7,,,,,,,,   8.5
Cambridge - Fletcher/Maynard Academy,00490090,  12.5,  20.0,  11.4,  17.9,  17.9,,,,,,,,  16.0
Cambridge - Graham and Parks,00490080,  24.0,  24.6,  15.3,  18.0,  13.6,,,,,,,,  18.9
Cambridge - Haggerty,00490020,  14.9,  10.9,   4.8,   5.4,   9.7,,,,,,,,   9.4
Cambridge - John M Tobin,00490065,   2.5,  20.0,   7.5,   2.6,   9.4,,,,,,,,   8.4
Cambridge - Kennedy-Longfellow,00490040,  34.8,  25.5,  25.6,  23.1,  12.1,,,,,,,,  25.0
Cambridge - King Open,00490035,  13.8,  11.7,  18.2,  13.2,  13.3,,,,,,,,  13.8
Cambridge - Maria L. Baldwin,00490005,   6.6,   7.4,   7.5,  14.0,   4.7,,,,,,,,   7.9
Cambridge - Martin Luther King Jr.,00490030,  15.2,   5.8,   7.1,  16.7,  22.7,,,,,,,,  13.4
Cambridge - Morse,00490045,  11.8,  13.6,  12.2,  11.4,  15.0,,,,,,,,  12.7
Cambridge - Peabody,00490050,   6.3,   4.3,   2.3,   8.7,  14.3,,,,,,,,   7.0
Cambridge - Putnam Avenue Upper School,00490310,,,,,,,   7.1,   8.3,,,,,   7.7
Cambridge - Rindge Avenue Upper School,00490315,,,,,,,   9.5,   4.3,,,,,   6.9
Cambridge - Vassal Lane Upper School,00490320,,,,,,,  10.2,  13.8,,,,,  11.8
Canton - Canton High,00500505,,,,,,,,,,   2.4,   3.1,   0.8,   2.1
Canton - Dean S Luce,00500020,   5.1,   2.9,   2.4,   9.5,  14.5,,,,,,,,   7.0
Canton - John F Kennedy,00500017,   2.3,   6.6,   4.0,   3.4,   1.3,,,,,,,,   3.6
Canton - Lt Peter M Hansen,00500012,   4.3,   7.0,   3.6,   3.4,   5.9,,,,,,,,   4.8
Canton - Rodman Early Childhood Center,00500010,,,,,,,,,,,,,
Canton - Wm H Galvin Middle,00500305,,,,,,,   6.5,   4.8,,,,,   5.7
Cape Cod Lighthouse Charter (District) - Cape Cod Lighthouse Charter School,04320530,,,,,,,   8.6,   6.3,,,,,   7.5
Cape Cod Regional Vocational Technical - Cape Cod Region Vocational Technical,08150605,,,,,,,,,,   5.7,   2.0,   3.9,   3.9
Carlisle - Carlisle School,00510025,   3.6,   1.6,   0.0,   5.0,   6.3,   1.3,   3.1,   1.4,,,,,   2.7
Carver - Carver Elementary School,00520015,   2.3,   2.6,   0.7,   3.2,   7.7,,,,,,,,   3.2
Carver - Carver Middle/High School,00520405,,,,,,,   3.3,   4.7,  30.1,   6.6,   3.7,   2.0,   9.1
Central Berkshire - Becket Washington School,06350005,   0.0,   0.0,   0.0,   6.7,   0.0,,,,,,,,   1.2
Central Berkshire - Craneville,06350025,   3.4,   4.4,   2.9,   3.2,   2.8,,,,,,,,   3.3
Central Berkshire - Kittredge,06350035,  22.7,   4.8,  17.2,   0.0,   6.7,,,,,,,,  11.7
Central Berkshire - Nessacus Regional Middle School,06350305,,,,,,,   6.3,   0.8,,,,,   3.5
Central Berkshire - Wahconah Regional High,06350505,,,,,,,,,,   4.7,   5.1,   1.7,   3.9
Chelmsford - Byam School,00560030,   4.7,   1.0,   2.3,   4.1,,,,,,,,,   2.9
Chelmsford - Center Elementary School,00560005,   4.0,   0.0,   4.2,   2.4,,,,,,,,,   2.6
Chelmsford - Charles D Harrington,00560025,   5.2,   7.2,   7.3,   8.0,,,,,,,,,   6.9
Chelmsford - Chelmsford High,00560505,,,,,,,,,,   4.2,   2.7,   2.9,   3.3
Chelmsford - Col Moses Parker School,00560305,,,,,,   4.6,   2.8,   4.0,,,,,   3.8
Chelmsford - Community Education Center,00560001,,,,,,,,,,,,,
Chelmsford - McCarthy Middle School,00560310,,,,,,   5.6,   2.2,   1.8,,,,,   3.2
Chelmsford - South Row,00560015,   3.2,   2.3,   2.5,   2.4,,,,,,,,,   2.6
Chelsea - Chelsea High,00570505,,,,,,,,,,   8.0,   9.8,   6.6,   8.2
Chelsea - Chelsea Opportunity Academy,00570515,,,,,,,,,,   0.0,   5.0,   9.5,   6.4
Chelsea - Clark Avenue School,00570050,,,,,,   6.7,   8.3,   6.7,,,,,   7.2
Chelsea - Edgar A Hooks Elementary,00570030,,   8.8,  11.6,  11.3,,,,,,,,,  10.8
Chelsea - Eugene Wright Science and Technology Academy,00570045,,,,,,   7.5,   9.1,   4.7,,,,,   7.1
Chelsea - Frank M Sokolowski Elementary,00570040,,   5.0,   9.7,   6.3,,,,,,,,,   7.3
Chelsea - George F. Kelly Elementary,00570035,,   7.5,   8.3,   4.3,  75.7,  15.8,,,,,,,  27.1
Chelsea - Joseph A. Browne School,00570055,,,,,,   7.0,  10.4,   5.1,,,,,   7.6
Chelsea - Shurtleff Early Childhood,00570003,  85.8,,,,,,,,,,,,  85.8
Chelsea - William A Berkowitz Elementary,00570025,,   7.4,   9.0,   5.9,,,,,,,,,   7.5
Chesterfield-Goshen - New Hingham Regional Elementary,06320025,   7.7,  10.0,  10.5,   0.0,   0.0,   0.0,,,,,,,   5.3
Chicopee - Barry,00610003,  27.5,  11.9,  13.0,  12.7,   8.2,,,,,,,,  14.6
Chicopee - Belcher,00610010,   5.8,   8.3,,,,,,,,,,,   7.3
Chicopee - Bellamy Middle,00610305,,,,,,,  10.0,   7.3,,,,,   8.7
Chicopee - Bowe,00610015,  24.7,  21.8,  18.1,  10.4,  17.1,,,,,,,,  18.6
Chicopee - Bowie,00610020,  13.7,  10.5,   9.4,   7.9,  11.3,,,,,,,,  10.5
Chicopee - Chicopee Academy,00610021,,,,,,,,  33.3,  62.5,  25.0,  12.5,,  32.8
Chicopee - Chicopee Comprehensive High School,00610510,,,,,,,,,,  11.3,   7.5,   3.4,   7.3
Chicopee - Chicopee High,00610505,,,,,,,,,,  10.7,  10.4,   7.5,   9.7
Chicopee - Dupont Middle,00610310,,,,,,,   7.0,   8.6,,,,,   7.8
Chicopee - Fairview Elementary,00610050,   9.3,  17.5,  13.4,  17.6,   9.6,,,,,,,,  13.5
Chicopee - Gen John J Stefanik,00610090,  36.2,  18.2,  13.0,  15.2,   7.9,,,,,,,,  17.6
Chicopee - Lambert-Lavoie,00610040,   9.5,  20.4,   7.3,  12.7,   9.6,,,,,,,,  12.1
Chicopee - Litwin,00610022,   0.0,  12.0,   3.3,   9.0,   7.1,,,,,,,,   7.3
Chicopee - Streiber Memorial School,00610065,  10.5,   7.3,   6.7,   7.5,  25.6,,,,,,,,  11.3
Chicopee - Szetela Early Childhood Center,00610001,,,,,,,,,,,,,
Christa McAuliffe Charter Public (District) - Christa McAuliffe Charter Public School,04180305,,,,,,,   7.9,   9.4,,,,,   8.6
City on a Hill Charter Public School Circuit Street (District) - City on a Hill Charter Public School Circuit Street,04370505,,,,,,,,,,  21.2,  13.4,   7.5,  15.1
City on a Hill Charter Public School Dudley Square (District) - City on a Hill Charter Public School Dudley Square,35040505,,,,,,,,,,  13.5,  10.0,   3.7,   9.6
City on a Hill Charter Public School New Bedford (District) - City on a Hill Charter Public School New Bedford,35070505,,,,,,,,,,  30.4,  22.0,  17.5,  24.5
Clarksburg - Clarksburg Elementary,00630010,   0.0,   0.0,   7.7,   0.0,   0.0,   0.0,   4.3,  12.5,,,,,   2.4
Clinton - Clinton Elementary,00640050,   4.4,  10.8,   8.5,   8.1,,,,,,,,,   7.9
Clinton - Clinton Middle School,00640305,,,,,,  10.7,   8.4,   2.1,,,,,   7.4
Clinton - Clinton Senior High,00640505,,,,,,,,,,   8.2,   4.8,   5.1,   6.0
Codman Academy Charter Public (District) - Codman Academy Charter Public School,04380505,   5.0,  15.0,   5.0,   5.0,  28.6,  10.5,  20.0,   5.3,  22.2,  14.3,  15.6,  11.8,  13.3
Cohasset - Cohasset High School,00650505,,,,,,,,,  10.3,   8.1,   3.8,   0.8,   5.8
Cohasset - Cohasset Middle School,00650305,,,,,,,,,,,,,
Cohasset - Deer Hill,00650005,,,,   3.6,   3.3,,,,,,,,   3.4
Cohasset - Joseph Osgood,00650010,   2.0,   2.9,,,,,,,,,,,   2.4
Collegiate Charter School of Lowell (District) - Collegiate Charter School of Lowell,35030205,   5.9,   8.8,  10.0,  11.2,  13.8,   8.0,   3.7,   5.0,  47.3,,,,  11.1
Community Charter School of Cambridge (District) - Community Charter School of Cambridge,04360305,,,,,,,  13.2,   1.9,  29.2,  10.2,  11.4,   0.0,  10.8
Community Day Charter Public School - Gateway (District) - Community Day Charter Public School - Gateway,04260205,   2.4,   0.0,   0.0,   0.0,   0.0,   2.8,   2.6,   0.0,,,,,   0.9
Community Day Charter Public School - Prospect (District) - Community Day Charter Public School - Prospect,04400205,   0.0,   4.2,   2.1,   6.0,   8.5,   6.5,   2.4,   3.0,,,,,   4.2
Community Day Charter Public School - R. Kingman Webster (District) - Community Day Charter Public School - R. Kingman Webster,04310205,   7.1,   9.3,   0.0,   2.3,   0.0,   2.8,   0.0,   3.2,,,,,   3.2
Concord - Alcott,00670005,   2.5,   1.3,   4.6,   6.5,   5.8,,,,,,,,   4.1
Concord - Concord Middle,00670305,,,,,,,   5.3,   4.3,,,,,   4.8
Concord - Thoreau,00670020,   4.2,   6.0,   1.3,   9.2,   4.5,,,,,,,,   5.1
Concord - Willard,00670030,   5.1,   5.6,   1.5,   9.5,   0.0,,,,,,,,   4.3
Concord-Carlisle - Concord Carlisle High,06400505,,,,,,,,,,   3.7,   1.0,   4.4,   3.0
Conservatory Lab Charter (District) - Conservatory Lab Charter School,04390050,   9.3,   5.7,   7.4,   3.8,  25.5,  14.6,  30.2,   4.0,,,,,  12.4
Conway - Conway Grammar,00680005,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,,,,,,,   0.0
Danvers - Danvers High,00710505,,,,,,,,,,   5.7,   2.1,   3.0,   3.6
Danvers - Great Oak,00710015,   5.9,  13.2,   7.1,   5.6,   6.5,,,,,,,,   7.8
Danvers - Highlands,00710010,   4.5,   0.0,   4.8,  10.4,   0.0,,,,,,,,   4.1
Danvers - Holten Richmond Middle School,00710305,,,,,,,   5.5,   2.2,,,,,   3.8
Danvers - Ivan G Smith,00710032,   0.0,   2.3,   0.0,   4.3,   6.5,,,,,,,,   2.5
Danvers - Riverside,00710030,   8.3,   8.1,   9.8,   0.0,   5.7,,,,,,,,   6.7
Danvers - Willis E Thorpe,00710045,  14.6,   5.5,   3.6,   0.0,   4.9,,,,,,,,   5.7
Dartmouth - Andrew B. Cushman School,00720005,,,,,,,,,,,,,
Dartmouth - Dartmouth High,00720505,,,,,,,,,,   3.9,   3.4,   3.1,   3.5
Dartmouth - Dartmouth Middle,00720050,,,,,,,   2.3,   2.8,,,,,   2.6
Dartmouth - George H Potter,00720030,   7.4,   7.4,   5.0,   3.2,   0.0,,,,,,,,   4.6
Dartmouth - James M. Quinn School,00720040,   5.2,   3.7,   4.5,   9.3,   1.8,,,,,,,,   4.9
Dartmouth - Joseph Demello,00720015,,   5.1,   5.1,   2.7,   5.7,,,,,,,,   4.7
Dedham - Avery,00730010,,   5.6,   7.5,   8.8,   5.3,,,,,,,,   6.8
Dedham - Dedham High,00730505,,,,,,,,,,   1.8,   3.3,   2.5,   2.5
Dedham - Dedham Middle School,00730305,,,,,,,   5.5,   4.6,,,,,   5.1
Dedham - Early Childhood Center,00730005,,,,,,,,,,,,,
Dedham - Greenlodge,00730025,,   0.0,   2.2,   0.0,   0.0,,,,,,,,   0.5
Dedham - Oakdale,00730030,,   4.1,   5.2,   3.8,   6.6,,,,,,,,   5.0
Dedham - Riverdale,00730045,,   3.4,   2.9,   2.8,   2.9,,,,,,,,   3.0
Deerfield - Deerfield Elementary,00740015,   6.4,   1.9,   6.5,   2.6,   5.6,   6.8,,,,,,,   5.0
Dennis-Yarmouth - Dennis-Yarmouth Regional High,06450505,,,,,,,,,  29.0,  11.4,   9.0,   3.8,  14.3
Dennis-Yarmouth - Ezra H Baker Innovation School,06450005,   9.6,  10.0,   9.5,,,,,,,,,,   9.7
Dennis-Yarmouth - Marguerite E Small Elementary,06450015,  11.3,   2.1,   5.3,,,,,,,,,,   6.8
Dennis-Yarmouth - Mattacheese Middle School,06450305,,,,,,,   6.7,,,,,,   6.7
Dennis-Yarmouth - N H Wixon Innovation School,06450050,,,,,   8.9,,,,,,,,   8.9
Dennis-Yarmouth - Station Avenue Elementary,06450025,   6.8,   4.0,   7.9,,,,,,,,,,   6.3
Dighton-Rehoboth - Dighton Elementary,06500005,   5.1,   3.1,   2.1,   0.0,,,,,,,,,   2.6
Dighton-Rehoboth - Dighton Middle School,06500305,,,,,,   1.9,   2.1,   1.8,,,,,   1.9
Dighton-Rehoboth - Dighton-Rehoboth Regional High School,06500505,,,,,,,,,,   6.5,   2.8,   3.3,   4.2
Dighton-Rehoboth - Dorothy L Beckwith,06500310,,,,,,   3.6,   4.3,   3.8,,,,,   3.9
Dighton-Rehoboth - Palmer River,06500010,   1.6,   4.5,   3.8,   1.7,,,,,,,,,   2.8
Douglas - Douglas Elementary School,00770015,,,   2.3,   5.9,   3.4,,,,,,,,   4.0
Douglas - Douglas High School,00770505,,,,,,,,,,   6.3,   4.3,   1.0,   3.8
Douglas - Douglas Middle School,00770305,,,,,,,   3.9,   5.0,,,,,   4.5
Douglas - Douglas Primary School,00770005,   2.3,,,,,,,,,,,,   2.3
Dover - Chickering,00780005,   1.3,   1.4,   1.2,   2.5,   4.7,,,,,,,,   2.3
Dover-Sherborn - Dover-Sherborn Regional High,06550505,,,,,,,,,,   9.4,   2.9,   1.8,   4.8
Dover-Sherborn - Dover-Sherborn Regional Middle School,06550405,,,,,,,   6.4,   2.9,,,,,   4.6
Dracut - Brookside Elementary,00790035,   7.3,   6.8,   9.5,   2.9,  11.8,,,,,,,,   7.6
Dracut - Dracut Senior High,00790505,,,,,,,,,,   5.5,   1.3,   4.0,   3.6
Dracut - George H. Englesby Elementary School,00790045,   9.7,   8.8,   3.4,   5.7,  13.3,,,,,,,,   8.2
Dracut - Greenmont Avenue,00790030,   8.9,   6.1,   3.0,   5.4,   4.1,,,,,,,,   5.6
Dracut - Joseph A Campbell Elementary,00790020,   4.8,   1.0,   1.4,   2.5,  12.2,,,,,,,,   4.7
Dracut - Justus C. Richardson Middle School,00790410,,,,,,,   3.7,   2.1,,,,,   3.0
Dudley Street Neighborhood Charter School (District) - Dudley Street Neighborhood Charter School,04070405,   5.1,  10.8,   4.8,  16.7,  22.2,,,,,,,,  11.7
Dudley-Charlton Reg - Charlton Elementary,06580020,   1.4,,,,,,,,,,,,   1.4
Dudley-Charlton Reg - Charlton Middle School,06580310,,,,,,   2.2,   4.2,   1.9,,,,,   2.8
Dudley-Charlton Reg - Dudley Elementary,06580005,,,   4.7,   6.2,,,,,,,,,   5.5
Dudley-Charlton Reg - Dudley Middle School,06580305,,,,,,   3.0,   4.0,   3.3,,,,,   3.4
Dudley-Charlton Reg - Heritage School,06580030,,,   2.6,   4.2,,,,,,,,,   3.4
Dudley-Charlton Reg - Mason Road School,06580010,   6.4,,,,,,,,,,,,   6.4
Dudley-Charlton Reg - Shepherd Hill Regional High,06580505,,,,,,,,,,   6.1,   3.9,   2.6,   4.3
Duxbury - Alden School,00820004,,,,   2.8,   2.1,,,,,,,,   2.5
Duxbury - Chandler Elementary,00820006,   3.3,   2.1,,,,,,,,,,,   2.7
Duxbury - Duxbury High,00820505,,,,,,,,,,   4.2,   3.6,   2.4,   3.4
Duxbury - Duxbury Middle,00820305,,,,,,,   1.9,   1.6,,,,,   1.8
East Bridgewater - Central,00830005,   5.6,   5.6,,,,,,,,,,,   5.6
East Bridgewater - East Bridgewater JR./SR. High School,00830505,,,,,,,,   5.6,  18.3,   5.2,   1.3,   1.8,   6.8
East Bridgewater - Gordon W. Mitchell School,00830010,,,,   3.1,   4.0,   3.9,,,,,,,   3.7
East Longmeadow - Birchland Park,00870305,,,,,,,   6.2,   3.8,,,,,   4.9
East Longmeadow - East Longmeadow High,00870505,,,,,,,,,,   5.6,   3.4,   1.8,   3.6
East Longmeadow - Mapleshade,00870010,,,,   3.3,   1.0,,,,,,,,   2.1
East Longmeadow - Meadow Brook,00870013,   2.5,   3.2,,,,,,,,,,,   2.9
East Longmeadow - Mountain View,00870015,,,,   2.3,   4.5,,,,,,,,   3.4
Eastham - Eastham Elementary,00850005,  20.0,   7.1,  10.3,   4.2,   7.7,,,,,,,,   9.8
Easthampton - Center School,00860005,  50.0,  42.5,  43.6,  23.8,,,,,,,,,  39.9
Easthampton - Easthampton High,00860505,,,,,,,,,,   3.3,   0.9,   1.7,   2.0
Easthampton - Maple,00860010,   4.5,  11.1,   9.8,   9.1,,,,,,,,,   8.5
Easthampton - Neil A Pepin,00860020,  45.0,  50.0,  47.5,  29.5,,,,,,,,,  42.6
Easthampton - White Brook Middle School,00860305,,,,,,   4.9,   7.0,   6.9,,,,,   6.3
Easton - Center School,00880003,  15.7,   6.9,,,,,,,,,,,  10.8
Easton - Easton Middle School,00880405,,,,,,,   3.9,   1.4,,,,,   2.7
Easton - Moreau Hall,00880020,   4.3,   4.8,,,,,,,,,,,   4.6
