School Name,School Code,K,1,2,3,4,5,6,7,8,9,10,11,ALL
Easton - Oliver Ames High,00880505,,,,,,,,,,   3.2,   2.5,   1.5,   2.4
Easton - Parkview Elementary,00880015,   4.2,   5.5,,,,,,,,,,,   4.8
Easton - Richardson Olmsted School,00880025,,,,   1.6,   2.1,,,,,,,,   1.8
Edgartown - Edgartown Elementary,00890005,   2.6,   9.8,   4.3,  12.2,   1.7,   2.6,   7.9,   7.9,,,,,   5.9
Edward M. Kennedy Academy for Health Careers (Horace Mann Charter) (District) - Edward M. Kennedy Academy for Health Careers (Horace Mann Charter School),04520505,,,,,,,,,,   5.8,   2.0,   5.6,   4.5
Erving - Erving Elementary,00910030,   0.0,   0.0,   0.0,   0.0,   0.0,   0.0,,,,,,,   0.0
Essex North Shore Agricultural and Technical School District - Essex North Shore Agricultural and Technical School,08170505,,,,,,,,,,   2.7,   2.5,   0.9,   2.1
Everett - Adams School,00930003,,,,,,,,,,,,,
Everett - Devens School,00930030,,,,,,   0.0,  10.0,  16.7,  28.6,   0.0,  33.3,  71.4,  20.0
Everett - Everett High,00930505,,,,,,,,,,   4.9,   4.9,   3.1,   4.3
Everett - George Keverian School,00930028,   9.5,   5.1,  13.4,   8.0,  12.0,  11.4,   6.5,   6.1,,,,,   8.9
Everett - Lafayette School,00930038,  10.1,   8.2,   6.8,   5.6,   9.2,   7.3,   3.9,   6.3,,,,,   7.0
Everett - Madeline English School,00930018,  10.7,   8.6,  12.3,   8.0,  13.7,   9.6,  11.5,  12.6,,,,,  10.9
Everett - Parlin School,00930058,  19.3,  17.6,  16.5,   7.9,  10.2,   8.3,  12.3,  10.7,,,,,  13.1
Everett - Sumner G. Whittier School,00930010,  22.4,  17.9,  13.1,   8.1,  14.3,   7.2,  20.8,   1.8,,,,,  13.2
Everett - Webster Extension,00930001,,,,,,,,,,,,,
Everett - Webster School,00930015,  14.1,   9.5,  10.0,  18.0,  14.3,,,,,,,,  12.8
Excel Academy Charter (District) - Excel Academy Charter School,04100205,,,,,,   2.3,   6.9,   4.0,   8.0,   5.2,   3.0,   0.7,   4.4
Fairhaven - East Fairhaven,00940010,   9.3,  12.5,   5.7,   4.3,   1.3,,,,,,,,   6.1
Fairhaven - Fairhaven High,00940505,,,,,,,,,,   2.9,   3.2,   4.5,   3.5
Fairhaven - Hastings Middle,00940305,,,,,,,   5.4,   3.1,,,,,   4.2
Fairhaven - Leroy Wood,00940030,   4.5,   5.6,   1.4,   7.1,   5.6,,,,,,,,   5.0
Fall River - B M C Durfee High,00950505,,,,,,,,,,   8.1,   7.0,   4.6,   6.7
Fall River - Carlton M. Viveiros Elementary School,00950009,  13.2,  13.4,  17.2,  21.7,  10.1,,,,,,,,  15.3
Fall River - Henry Lord Community School,00950017,  21.3,  14.1,   9.2,  13.2,  11.1,  27.0,  10.3,  17.0,,,,,  15.2
Fall River - James Tansey,00950140,  15.7,   4.2,   7.4,   7.7,  11.1,,,,,,,,   9.3
Fall River - John J Doran,00950045,  15.7,   7.3,  13.7,  15.5,  12.3,  29.0,   7.4,   2.5,,,,,  13.6
Fall River - Letourneau Elementary School,00950013,  17.9,  15.0,  11.5,  18.1,  15.9,,,,,,,,  15.6
Fall River - Mary Fonseca Elementary School,00950011,  15.5,  10.6,   9.6,  11.2,   4.8,,,,,,,,  10.3
Fall River - Matthew J Kuss Middle,00950320,,,,,,,   7.1,   9.2,,,,,   8.1
Fall River - Morton Middle,00950315,,,,,,,  11.2,   6.7,,,,,   9.1
Fall River - North End Elementary,00950005,  16.5,  10.5,  10.7,   6.1,   9.4,,,,,,,,  10.5
Fall River - Resiliency Preparatory Academy,00950525,,,,,,,,  10.3,  21.7,  29.0,  16.4,  33.3,  22.0
Fall River - Samuel Watson,00950145,  15.7,  11.1,  18.8,  20.0,   7.0,,,,,,,,  14.5
Fall River - Spencer Borden,00950130,  13.1,  11.8,   7.4,  23.2,   9.8,,,,,,,,  12.7
Fall River - Stone PK-12 School,00950340,,,,,,,   0.0,  18.2,  33.3,  55.6,,,  26.8
Fall River - Talbot Innovation School,00950305,,,,,,,  19.5,  12.1,,,,,  15.9
Fall River - William S Greene,00950065,  13.2,  16.1,  11.4,  15.4,  11.3,,,,,,,,  13.4
Falmouth - East Falmouth Elementary,00960005,   0.0,  12.0,  10.9,  12.0,,,,,,,,,   8.7
Falmouth - Falmouth High,00960505,,,,,,,,,,   7.5,   5.9,   4.1,   5.9
Falmouth - Lawrence,00960405,,,,,,,,   5.0,,,,,   5.0
Falmouth - Morse Pond School,00960305,,,,,,   3.9,,,,,,,   3.9
Falmouth - Mullen-Hall,00960020,   9.0,   1.2,   6.3,   5.6,,,,,,,,,   5.6
Falmouth - North Falmouth Elementary,00960030,   4.8,   1.3,   5.6,   2.9,,,,,,,,,   3.4
Falmouth - Teaticket,00960015,  17.1,   2.0,  11.5,   2.0,,,,,,,,,   7.8
Farmington River Reg - Farmington River Elementary,06620020,  13.3,  14.3,   7.1,  20.0,  23.1,   0.0,,,,,,,  12.7
Fitchburg - Arthur M Longsjo Middle School,00970315,,,,,,   7.5,  17.4,   5.7,,,,,  10.1
Fitchburg - Crocker Elementary,00970016,   8.8,  10.9,   8.7,   8.8,,,,,,,,,   9.2
Fitchburg - Fitchburg High,00970505,,,,,,,,,,   9.6,   7.4,   4.2,   7.2
Fitchburg - Goodrich Academy,00970510,,,,,,,,,,  11.1,   4.8,  11.0,   9.8
Fitchburg - McKay Arts Academy,00970340,  12.2,   7.2,  11.4,   9.6,   2.6,   5.8,   9.7,   8.1,,,,,   8.3
Fitchburg - Memorial Middle School,00970048,,,,,,   7.6,  13.4,   5.7,,,,,   8.8
Fitchburg - Reingold Elementary,00970043,   7.6,   9.0,  10.2,   8.5,,,,,,,,,   8.8
Fitchburg - South Street Elementary,00970060,  10.0,   9.1,  11.3,   9.4,,,,,,,,,  10.0
Florida - Abbott Memorial,00980005,  20.0,  50.0,   0.0,   0.0,,   0.0,   7.7,  33.3,,,,,  13.0
Four Rivers Charter Public (District) - Four Rivers Charter Public School,04130505,,,,,,,,   2.7,   7.9,   2.6,  23.7,   2.8,   8.0
Foxborough - Charles Taylor Elementary,00990050,   4.9,   7.1,   1.9,   2.2,,,,,,,,,   3.8
Foxborough - Foxborough High,00990505,,,,,,,,,,   2.5,   2.2,   0.9,   1.8
Foxborough - John J Ahern,00990405,,,,,,   3.7,   1.9,   4.7,,,,,   3.4
Foxborough - Mabelle M Burrell,00990015,   2.2,   3.8,   9.1,   2.3,,,,,,,,,   4.3
Foxborough - Vincent M Igo Elementary,00990020,  11.6,   4.1,   6.0,   2.9,,,,,,,,,   6.1
Foxborough Regional Charter (District) - Foxborough Regional Charter School,04460550,  11.3,   5.6,   5.5,   4.9,  10.5,  11.1,   6.9,   6.9,  31.0,  10.8,   8.2,   1.6,  10.0
Framingham - Barbieri Elementary,01000035,   3.2,   3.3,   5.8,   5.5,   5.9,,,,,,,,   4.7
Framingham - Brophy,01000006,  12.9,  13.1,   9.1,   8.8,   7.4,,,,,,,,  10.2
Framingham - Cameron Middle School,01000302,,,,,,,   7.4,   6.5,,,,,   7.0
Framingham - Charlotte A Dunning,01000007,  10.1,   7.8,   2.7,   5.7,   4.2,,,,,,,,   6.2
Framingham - Framingham High School,01000515,,,,,,,,,,   6.9,   6.4,   2.0,   5.2
Framingham - Fuller Middle,01000305,,,,,,,   7.6,   6.2,,,,,   6.8
Framingham - Hemenway,01000015,   8.6,   5.7,  16.3,   5.2,   4.2,,,,,,,,   8.0
Framingham - Juniper Hill School,01000001,,,,,,,,,,,,,
Framingham - King Elementary School,01000005,   8.5,   3.3,   4.3,   7.1,   4.8,,,,,,,,   5.7
Framingham - Mary E Stapleton Elementary,01000045,   6.8,   1.8,  12.5,   8.1,   3.9,,,,,,,,   6.5
Framingham - Miriam F McCarthy School,01000050,   2.4,   2.6,   5.8,   3.8,   7.4,,,,,,,,   4.5
Framingham - Potter Road,01000039,   4.5,   8.9,   4.2,   6.7,   4.8,,,,,,,,   5.8
Framingham - Walsh Middle,01000310,,,,,,,   3.8,   3.5,,,,,   3.6
Framingham - Woodrow Wilson,01000055,   3.6,   1.3,   7.8,  10.9,   6.8,,,,,,,,   6.3
Francis W. Parker Charter Essential (District) - Francis W. Parker Charter Essential School,04780505,,,,,,,,   7.0,   9.3,   9.9,   4.8,   1.8,   6.8
Franklin - Annie Sullivan Middle School,01010040,,,,,,,   4.1,   3.1,,,,,   3.6
Franklin - Davis Thayer,01010035,   9.6,  12.5,  14.3,  16.7,  10.8,,,,,,,,  12.6
Franklin - Franklin Early Childhood Development Center,01010003,,,,,,,,,,,,,
Franklin - Franklin High,01010505,,,,,,,,,,   2.7,   2.3,   1.6,   2.2
Franklin - Helen Keller Elementary,01010012,   9.4,   5.6,   3.0,  10.1,   8.6,,,,,,,,   7.4
Franklin - Horace Mann,01010405,,,,,,,   1.8,   3.3,,,,,   2.5
Franklin - J F Kennedy Memorial,01010013,   7.4,   2.9,   3.1,   6.3,   3.3,,,,,,,,   4.5
Franklin - Jefferson Elementary,01010010,   7.0,   1.6,   4.7,   8.8,   7.0,,,,,,,,   5.8
Franklin - Oak Street Elementary,01010030,  11.5,   8.8,   7.1,   4.3,   5.2,,,,,,,,   7.6
Franklin - Parmenter,01010032,   9.3,  18.0,  11.3,  16.1,   6.2,,,,,,,,  11.8
Franklin - Remington Middle,01010310,,,,,,,   2.5,   4.6,,,,,   3.7
Franklin County Regional Vocational Technical - Franklin County Technical,08180605,,,,,,,,,,   8.5,   2.8,   5.3,   5.8
Freetown-Lakeville - Apponequet Regional High,06650505,,,,,,,,,,   3.9,   1.9,   2.9,   2.8
Freetown-Lakeville - Assawompset Elementary School,06650002,   2.5,   3.6,   2.7,,,,,,,,,,   2.9
Freetown-Lakeville - Freetown Elementary School,06650001,   6.5,   5.6,   2.4,,,,,,,,,,   4.9
Freetown-Lakeville - Freetown-Lakeville Middle School,06650305,,,,,,,   3.3,   2.3,  98.8,,,,  34.4
Freetown-Lakeville - George R Austin Intermediate School,06650015,,,,,   4.0,  99.6,,,,,,,  54.4
Frontier - Frontier Regional,06700505,,,,,,,,   3.4,  32.3,   9.4,   2.8,   1.1,  10.5
Gardner - Elm Street School,01030001,,,  10.3,   5.9,,,,,,,,,   8.0
Gardner - Gardner Academy for Learning and Technology,01030515,,,,,,,,,,  28.6,  50.0,  31.3,  37.5
Gardner - Gardner High,01030505,,,,,,,,,  30.1,  10.7,  10.9,   4.5,  15.1
Gardner - Gardner Middle School,01030405,,,,,,   5.0,   7.3,,,,,,   6.3
Gardner - Waterford Street,01030020,  13.5,,,,,,,,,,,,  13.5
Gateway - Chester Elementary,06720059,   4.8,  19.0,   9.1,   0.0,   5.6,,,,,,,,   7.4
Gateway - Gateway Regional High,06720505,,,,,,,,,,   7.9,   0.0,   5.2,   3.9
Gateway - Gateway Regional Middle School,06720405,,,,,,,   7.5,   3.1,,,,,   5.3
Gateway - Littleville Elementary School,06720143,   5.6,   3.7,   4.8,   2.4,   0.0,,,,,,,,   3.0
Georgetown - Georgetown High School,01050505,,,,,,,,,,   3.2,   3.3,   1.0,   2.4
Georgetown - Georgetown Middle School,01050305,,,,,,,,   1.1,,,,,   1.1
Georgetown - Penn Brook,01050010,   4.6,   1.0,   3.3,   1.0,   2.3,   5.0,,,,,,,   2.9
Georgetown - Perley Elementary,01050005,,,,,,,,,,,,,
Gill-Montague - Gill Elementary,06740005,   6.3,   0.0,   5.9,   5.0,  15.8,   8.0,,,,,,,   7.2
Gill-Montague - Great Falls Middle,06740310,,,,,,,  13.3,  13.7,,,,,  13.5
Gill-Montague - Hillcrest Elementary School,06740015,   6.1,,,,,,,,,,,,   6.1
Gill-Montague - Sheffield Elementary School,06740050,,,  12.0,   5.8,   3.6,,,,,,,,   7.0
Gill-Montague - Turners Fall High,06740505,,,,,,,,,,   9.8,   6.8,   5.9,   7.3
Global Learning Charter Public (District) - Global Learning Charter Public School,04960305,,,,,,   3.4,   4.5,   1.1,  51.6,   7.3,   4.0,   0.0,  13.3
Gloucester - Beeman Memorial,01070010,   6.3,  13.5,   5.0,   8.9,   1.8,,,,,,,,   6.9
Gloucester - East Gloucester Elementary,01070020,  11.1,  19.2,   0.0,   0.0,   5.1,,,,,,,,   6.7
Gloucester - Gloucester High,01070505,,,,,,,,,,   3.4,   5.5,   1.9,   3.6
Gloucester - Gloucester PreSchool,01070025,,,,,,,,,,,,,
Gloucester - Plum Cove School,01070042,   0.0,   7.9,   2.9,   5.9,   9.4,,,,,,,,   5.2
Gloucester - Ralph B O'Maley Middle,01070305,,,,,,,   5.8,   2.6,,,,,   4.1
Gloucester - Veterans Memorial,01070045,   3.4,  18.9,   4.9,   8.1,   5.9,,,,,,,,   8.4
Gloucester - West Parish,01070050,   6.9,   3.2,   8.6,   4.8,   3.4,,,,,,,,   5.3
Grafton - Grafton High School,01100505,,,,,,,,,,   3.3,   4.8,   2.5,   3.5
Grafton - Grafton Middle,01100305,,,,,,,,   1.2,,,,,   1.2
Grafton - Millbury Street Elementary School,01100200,,,   8.0,   4.0,   2.1,   4.9,,,,,,,   4.7
Grafton - North Grafton Elementary,01100025,   5.1,,,,,,,,,,,,   5.1
Grafton - North Street Elementary School,01100030,,,   4.0,   4.5,   1.5,   2.0,,,,,,,   2.9
Grafton - South Grafton Elementary,01100005,   6.7,,,,,,,,,,,,   6.7
Granby - East Meadow,01110004,   1.7,   5.4,   4.2,   5.3,   4.5,   2.2,,,,,,,   3.9
Granby - Granby Jr Sr High School,01110505,,,,,,,,   5.3,  14.8,   3.0,   3.7,   0.0,   5.5
Greater Fall River Regional Vocational Technical - Diman Regional Vocational Technical High,08210605,,,,,,,,,,   1.6,   1.1,   1.2,   1.3
Greater Lawrence Regional Vocational Technical - Gr Lawrence Regional Vocational Technical,08230605,,,,,,,,,,   3.9,   2.8,   1.6,   2.8
Greater Lowell Regional Vocational Technical - Gr Lowell Regional Vocational Technical,08280605,,,,,,,,,,   1.6,   1.9,   1.6,   1.7
Greater New Bedford Regional Vocational Technical - Gr New Bedford Vocational Technical,08250605,,,,,,,,,,   1.7,   2.5,   3.9,   2.7
Greenfield - Discovery School at Four Corners,01140025,   6.5,   1.9,   0.0,   2.0,,,,,,,,,   2.5
Greenfield - Federal Street School,01140010,  12.8,  10.9,   7.5,   6.8,,,,,,,,,   9.5
Greenfield - Greenfield High,01140505,,,,,,,,,  26.6,  12.1,   4.8,   4.3,  13.7
Greenfield - Greenfield Middle,01140305,,,,,,   9.7,  16.0,,,,,,  12.6
Greenfield - Newton School,01140035,  10.9,  18.9,   7.5,  13.0,,,,,,,,,  12.9
Greenfield - The Academy of Early Learning at North Parish,01140005,,,,,,,,,,,,,
Greenfield Commonwealth Virtual District - Greenfield Commonwealth Virtual School,39010900,  20.0,  20.8,  34.8,  18.2,  35.7,  19.2,  26.9,  21.2,  35.4,  30.8,  32.5,  23.0,  27.5
Groton-Dunstable - Boutwell School,06730001,,,,,,,,,,,,,
Groton-Dunstable - Florence Roche School,06730010,   4.9,   1.8,   4.4,   1.9,,,,,,,,,   3.3
Groton-Dunstable - Groton Dunstable Regional,06730505,,,,,,,,,,   3.8,   2.1,   0.6,   2.2
Groton-Dunstable - Groton Dunstable Regional Middle,06730305,,,,,,   4.1,   3.3,   1.5,,,,,   2.9
Groton-Dunstable - Swallow/Union School,06730005,   9.5,   0.0,   7.1,   7.3,,,,,,,,,   6.1
Hadley - Hadley Elementary,01170015,   5.9,   4.2,   5.7,   5.7,   0.0,   4.2,,,,,,,   4.4
Hadley - Hopkins Academy,01170505,,,,,,,,   0.0,  28.6,   5.4,   2.7,  15.2,  10.8
Halifax - Halifax Elementary,01180005,   3.8,   4.3,   2.0,   4.9,   4.7,   2.4,,,,,,,   3.6
Hamilton-Wenham - Bessie Buker Elementary,06750007,   2.3,   5.0,   5.1,   0.0,   0.0,,,,,,,,   2.5
Hamilton-Wenham - Cutler School,06750010,   0.0,   1.6,   2.5,   0.0,   2.3,,,,,,,,   1.3
Hamilton-Wenham - Hamilton-Wenham Regional High,06750505,,,,,,,,,,   3.7,   1.4,   2.2,   2.4
Hamilton-Wenham - Miles River Middle,06750310,,,,,,,   2.2,   0.8,,,,,   1.5
Hamilton-Wenham - Winthrop School,06750015,  11.4,   0.0,   7.0,  10.3,   1.9,,,,,,,,   6.0
Hampden Charter School of Science East (District) - Hampden Charter School of Science East,04990305,,,,,,,   7.3,  20.2,  25.0,  15.1,  13.6,  18.3,  16.6
Hampden Charter School of Science West (District) - Hampden Charter School of Science West,35160305,,,,,,,  10.9,  20.3,  30.6,  24.2,,,  20.5
Hampden-Wilbraham - Green Meadows Elementary,06800005,   2.9,   2.3,   2.6,   2.6,   2.4,  72.9,  25.0,  18.8,,,,,  16.8
Hampden-Wilbraham - Mile Tree Elementary,06800025,   3.4,,,,,,,,,,,,   3.4
Hampden-Wilbraham - Minnechaug Regional High,06800505,,,,,,,,,,   1.8,   3.2,   2.7,   2.5
Hampden-Wilbraham - Soule Road,06800030,,,,,   3.2,,,,,,,,   3.2
Hampden-Wilbraham - Stony Hill School,06800050,,,   0.6,,,,,,,,,,   0.6
Hampden-Wilbraham - Wilbraham Middle,06800310,,,,,,,   4.1,   2.9,,,,,   3.5
Hampshire - Hampshire Regional High,06830505,,,,,,,,   1.5,  35.2,   2.2,   1.0,   3.3,   8.8
Hancock - Hancock Elementary,01210005,  16.7,,,,  14.3,,,,,,,,  10.7
Hanover - Cedar Elementary,01220004,   2.3,,,,,,,,,,,,   2.3
Hanover - Center Elementary,01220005,,   2.9,   2.4,,,,,,,,,,   2.6
Hanover - Hanover High,01220505,,,,,,,,,,   4.1,   1.4,   0.0,   1.9
Hanover - Hanover Middle,01220305,,,,,,   2.8,   3.7,   1.8,,,,,   2.8
Harvard - Bromfield,01250505,,,,,,,   5.3,   6.3,   5.3,   4.9,   2.0,   1.1,   4.0
Harvard - Hildreth Elementary School,01250005,   8.6,   4.1,   4.2,   2.5,   4.1,,,,,,,,   4.5
Hatfield - Hatfield Elementary,01270005,   9.1,   4.8,   3.0,  10.7,   2.9,  10.8,,,,,,,   7.0
Hatfield - Smith Academy,01270505,,,,,,,,   6.1,  28.1,  11.4,  16.0,   0.0,  12.1
Haverhill - Bradford Elementary,01280008,   9.7,  16.7,  15.3,  22.2,,,,,,,,,  16.2
Haverhill - Caleb Dustin Hunking School,01280030,   5.8,   9.9,  10.1,   8.0,   6.7,   8.4,   5.4,   4.9,,,,,   6.9
Haverhill - Consentino Middle School,01280100,,,,,  14.0,  12.4,  13.8,  11.0,,,,,  12.6
Haverhill - Crowell,01280515,,,,,,,,,,,,,
Haverhill - Dr Paul Nettle,01280050,,,,,,   6.2,   9.6,   8.8,,,,,   8.2
Haverhill - Golden Hill,01280026,,  16.8,  21.9,  11.6,,,,,,,,,  17.2
Haverhill - Greenleaf Academy,01280033,,,,,,,,,,  10.0,  14.3,,  13.8
Haverhill - Haverhill High,01280505,,,,,,,,,,  12.6,   4.7,   3.3,   7.0
Haverhill - John G Whittier,01280085,,,,,,   5.4,   8.7,   6.4,,,,,   6.9
Haverhill - Moody,01280045,,,,,,,,,,,,,
Haverhill - Pentucket Lake Elementary,01280054,   7.4,   6.5,   4.8,   8.7,,,,,,,,,   7.0
Haverhill - Silver Hill Elementary School,01280067,   7.5,   6.9,   9.8,  15.5,  10.7,,,,,,,,  10.8
Haverhill - TEACH,01280073,,,,,  28.6,,  66.7,,,,,,  36.7
Haverhill - Tilton,01280075,  12.7,  21.9,  22.8,,,,,,,,,,  20.0
Haverhill - Tilton Upper Middle School,01280105,,,,,,,,,,,,,
Haverhill - Walnut Square,01280080,  16.3,   4.7,,,,,,,,,,,  10.5
Hawlemont - Hawlemont Regional,06850005,   0.0,  22.7,   0.0,   5.6,   5.3,   0.0,,,,,,,   6.7
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,,,,,,,  18.9,  23.7,,,,,  21.1
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,   2.8,   2.9,   0.0,  11.4,   8.6,   0.0,   0.0,   2.9,,,,,   3.6
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,   0.0,   5.0,   0.0,   4.8,   0.0,   0.0,  18.8,  10.3,,,,,   5.9
Hingham - East Elementary School,01310005,   4.5,   6.0,   1.3,   1.3,   1.4,,,,,,,,   2.8
Hingham - Hingham High,01310505,,,,,,,,,,   2.9,   3.8,   2.6,   3.1
Hingham - Hingham Middle School,01310410,,,,,,,   6.5,   2.9,,,,,   4.7
Hingham - Plymouth River,01310019,   1.7,   2.6,   0.0,   1.3,   0.0,,,,,,,,   1.1
Hingham - South Elementary,01310020,   0.0,   2.2,   2.5,   2.3,   2.3,,,,,,,,   1.9
Hingham - Wm L Foster Elementary,01310010,   4.8,   5.2,   7.9,   5.7,   1.6,,,,,,,,   5.3
Holbrook - Holbrook Middle High School,01330505,,,,,,,   8.1,   0.9,  23.3,   9.0,   5.9,   5.3,   9.0
Holbrook - John F Kennedy,01330018,   6.0,   5.9,   8.2,   3.8,   4.5,,,,,,,,   5.8
Holland - Holland Elementary,01350005,   6.7,   3.4,   3.3,  14.3,   3.1,   8.3,,,,,,,   6.4
Holliston - Holliston High,01360505,,,,,,,,,,   3.6,   2.1,   0.4,   2.0
Holliston - Miller School,01360007,,,,   1.8,   4.0,,,,,,,,   2.9
Holliston - Placentino Elementary,01360010,   0.6,   2.4,,,,,,,,,,,   1.6
Holliston - Robert H. Adams Middle School,01360305,,,,,,,   2.5,   2.6,,,,,   2.6
Holyoke - E N White Elementary,01370045,  10.9,  13.5,  10.2,  16.4,   3.8,,,,,,,,  11.0
Holyoke - H.B. Lawrence School,01370070,  23.1,  21.2,  24.6,,,,,,,,,,  23.0
Holyoke - Holyoke High,01370505,,,,,,,,,,   6.7,   5.3,  10.5,   7.6
Holyoke - Holyoke STEM Academy,01370320,,,,,,,  11.3,  17.6,,,,,  14.3
Holyoke - Joseph Metcalf School,01370003,   4.7,   5.3,   2.4,  10.5,   0.0,,,,,,,,   4.8
Holyoke - Kelly Elementary,01370040,  18.0,   9.8,  14.3,  14.1,,,  18.4,  22.7,,,,,  16.0
Holyoke - Lt Clayre Sullivan Elementary,01370055,  16.7,  15.4,  11.8,  13.5,  12.5,  20.0,   6.3,   6.8,,,,,  12.8
Holyoke - Lt Elmer J McMahon Elementary,01370015,   8.6,   9.1,  13.6,   6.7,   5.9,   5.0,  10.6,   6.0,,,,,   8.2
Holyoke - Maurice A Donahue Elementary,01370060,  19.3,  18.2,  17.6,  12.0,  15.4,  23.1,  17.3,   9.8,,,,,  16.8
Holyoke - Morgan Full Service Community School,01370025,  21.3,  14.9,  14.0,  12.0,,,,,,,,,  15.5
Holyoke - Veritas Prep Holyoke,01370075,,,,,,  12.3,,,,,,,  12.3
Holyoke - William R. Peck School,01370030,,,,,  27.3,   7.5,  21.6,   8.9,,,,,  17.2
Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,   6.2,   8.8,   6.0,  14.8,   7.3,   6.4,   8.6,   4.4,,,,,   7.9
Hoosac Valley Regional - Hoosac Valley Elementary School,06030020,   2.7,   5.2,   7.6,,,,,,,,,,   5.2
Hoosac Valley Regional - Hoosac Valley High School,06030505,,,,,,,,,  42.4,  11.7,  17.3,   2.9,  20.3
Hoosac Valley Regional - Hoosac Valley Middle School,06030315,,,,,   7.6,  12.8,  14.9,,,,,,  11.7
Hopedale - Hopedale Jr Sr High,01380505,,,,,,,,   0.0,  31.3,   4.9,   6.7,   1.4,   8.9
Hopedale - Memorial,01380010,  10.6,   6.8,   0.0,   9.0,   4.3,   2.4,,,,,,,   5.4
Hopedale - Park Street School,01380003,,,,,,,,,,,,,
Hopkinton - Elmwood,01390010,,,   1.4,,,,,,,,,,   1.4
Hopkinton - Hopkins Elementary School,01390015,,,,,   2.5,,,,,,,,   2.5
Hopkinton - Hopkinton High,01390505,,,,,,,,,,   3.9,   2.5,   2.8,   3.0
Hopkinton - Hopkinton Middle School,01390305,,,,,,,   0.7,   1.3,,,,,   0.9
Hopkinton - Hopkinton Pre-School,01390003,,,,,,,,,,,,,
Hopkinton - Marathon Elementary School,01390005,   4.0,,,,,,,,,,,,   4.0
Hudson - C A Farley,01410030,  10.1,   4.7,   0.0,   4.7,,,,,,,,,   4.9
Hudson - David J. Quinn Middle School,01410410,,,,,,  10.8,   4.4,,,,,,   7.7
Hudson - Forest Avenue Elementary,01410015,   4.9,   7.1,   4.5,   5.5,,,,,,,,,   5.6
Hudson - Hudson High,01410505,,,,,,,,,  24.9,   1.9,   5.8,   1.1,   9.6
Hudson - Mulready Elementary,01410007,  11.1,   4.8,   4.3,   7.8,,,,,,,,,   7.3
Hull - Hull High,01420505,,,,,,,,,,   8.2,   5.3,   4.3,   5.8
Hull - Lillian M Jacobs,01420015,   7.8,   1.8,   3.6,   3.6,   4.6,,,,,,,,   4.4
Hull - Memorial Middle,01420305,,,,,,,   3.6,   1.7,,,,,   2.7
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,,,,,,   2.0,   3.0,   5.0,  43.0,   8.7,   3.9,   3.3,   9.9
Ipswich - Ipswich High,01440505,,,,,,,,,,   5.0,   1.5,   2.9,   3.1
Ipswich - Ipswich Middle School,01440305,,,,,,,   2.4,   2.1,,,,,   2.2
Ipswich - Paul F Doyon Memorial,01440007,   1.8,   7.1,   1.8,   6.3,   3.1,,,,,,,,   4.2
Ipswich - Winthrop,01440015,  11.8,   4.8,   3.6,   1.6,   1.8,,,,,,,,   4.5
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,   8.2,  11.5,   2.7,   6.8,  12.5,   6.3,  22.6,   9.5,,,,,   9.8
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,   2.5,   0.8,   0.8,   1.6,,   3.3,   4.9,   3.3,   6.6,   5.8,   4.9,   3.5,   3.5
King Philip - King Philip Middle School,06900510,,,,,,,,   3.1,,,,,   3.1
King Philip - King Philip Regional High,06900505,,,,,,,,,,   3.9,   2.8,   0.9,   2.6
Kingston - Kingston Elementary,01450005,   7.2,   2.0,,,,,,,,,,,   4.6
Kingston - Kingston Intermediate,01450020,,,,   3.0,   2.9,   2.1,,,,,,,   2.7
Lawrence - Alexander B Bruce,01490015,,,,  22.0,  18.4,  18.2,  17.2,  11.8,,,,,  17.5
Lawrence - Arlington Middle School,01490017,,,,,,   9.8,  10.2,   5.6,,,,,   8.6
Lawrence - Community Day Arlington,01490009,  15.4,  13.1,  10.8,  10.9,,,,,,,,,  12.4
Lawrence - Edward F. Parthum,01490053,   8.0,   8.9,  11.5,  10.6,,,,,,,,,   9.8
Lawrence - Emily G Wetherbee,01490080,  20.0,  12.7,  11.0,   2.9,   7.5,   8.1,   9.7,  11.0,,,,,  10.2
Lawrence - Francis M Leahy,01490040,,  17.9,  14.4,  14.0,  12.9,,,,,,,,  14.7
Lawrence - Frost Middle School,01490525,,,,,,  13.5,  12.4,  14.2,,,,,  13.4
Lawrence - Gerard A. Guilmette,01490022,,   9.8,  10.5,  13.1,,,,,,,,,  11.1
Lawrence - Guilmette Middle School,01490025,,,,,,   8.4,  11.3,   7.1,,,,,   8.9
Lawrence - High School Learning Center,01490536,,,,,,,,,,,  21.7,  28.0,  26.0
Lawrence - James F Hennessey,01490020,  32.6,  25.5,,,,,,,,,,,  29.0
Lawrence - John Breen School,01490003,,,,,,,,,,,,,
Lawrence - John K Tarbox,01490075,,  19.7,  14.3,  10.8,  24.2,,,,,,,,  17.1
Lawrence - Lawlor Early Childhood Center,01490002,,,,,,,,,,,,,
Lawrence - Lawrence Family Public Academy,01490011,,,,,,,,,,,,,
