District Name,District Code,Churn/Intake Enroll,% Churn,% Intake,Stability Enroll,% Stability
Hamilton-Wenham,06750000,"     1,860",     3.7,     2.5,"     1,838",    97.5
Hampden Charter School of Science East (District),04990000,       548,    11.3,     7.5,       533,    91.2
Hampden Charter School of Science West (District),35160000,       283,    19.1,    10.6,       272,    84.2
Hampden-Wilbraham,06800000,"     3,086",     4.7,     2.7,"     3,025",    97.3
Hampshire,06830000,       745,     3.6,     1.6,       737,    97.4
Hancock,01210000,        49,    10.2,    10.2,        47,    93.6
Hanover,01220000,"     2,683",     1.8,     1.2,"     2,653",    99.3
Harvard,01250000,"     1,072",     4.4,     2.9,"     1,048",    97.8
Hatfield,01270000,       440,     3.0,     2.0,       431,    99.1
Haverhill,01280000,"     8,473",    11.0,     6.3,"     8,095",    94.2
Hawlemont,06850000,       146,     3.4,     2.1,       144,    97.9
Helen Y. Davis Leadership Academy Charter Public (District),04190000,       238,    26.1,    10.9,       226,    77.9
Hill View Montessori Charter Public (District),04550000,       317,     3.8,     3.8,       307,    99.3
Hilltown Cooperative Charter Public (District),04500000,       220,     2.7,     1.8,       218,    98.2
Hingham,01310000,"     4,316",     3.3,     2.3,"     4,267",    97.9
Holbrook,01330000,"     1,347",     6.1,     3.3,"     1,314",    96.3
Holland,01350000,       248,    11.3,     5.6,       236,    93.2
Holliston,01360000,"     2,958",     3.0,     1.5,"     2,918",    98.4
Holyoke,01370000,"     5,767",    16.0,     9.1,"     5,412",    90.5
Holyoke Community Charter (District),04530000,       721,     5.8,     3.5,       703,    96.6
Hoosac Valley Regional,06030000,"     1,171",     9.6,     6.0,"     1,123",    94.2
Hopedale,01380000,"     1,111",     2.7,     1.5,"     1,095",    98.7
Hopkinton,01390000,"     3,953",     4.0,     2.6,"     3,863",    98.3
Hudson,01410000,"     2,645",     5.9,     3.5,"     2,581",    96.7
Hull,01420000,       897,    12.3,     7.9,       860,    91.5
Innovation Academy Charter (District),04350000,       806,     3.5,     1.7,       801,    97.1
Ipswich,01440000,"     1,729",     5.1,     3.2,"     1,690",    97.2
King Philip,06900000,"     2,002",     2.4,     1.2,"     1,981",    98.6
Kingston,01450000,"     1,114",     6.9,     4.9,"     1,067",    97.2
KIPP Academy Boston Charter School (District),04630000,       637,    16.8,    10.5,       603,    87.9
KIPP Academy Lynn Charter (District),04290000,"     1,633",     5.6,     3.1,"     1,620",    95.2
Lawrence,01490000,"    14,814",    18.7,    11.0,"    13,964",    88.1
Lawrence Family Development Charter (District),04540000,       790,     3.7,     2.2,       783,    97.2
Lee,01500000,       732,     5.6,     2.5,       715,    96.6
Leicester,01510000,"     1,546",     8.0,     5.1,"     1,498",    95.0
Lenox,01520000,       787,     2.0,     1.4,       777,    99.2
Leominster,01530000,"     6,333",    10.9,     6.9,"     6,099",    93.7
Leverett,01540000,       143,     2.1,     0.7,       142,    98.6
Lexington,01550000,"     7,367",     4.5,     3.0,"     7,209",    97.8
Libertas Academy Charter School (District),35140000,       283,    15.2,     5.7,       273,    87.9
Lincoln,01570000,"     1,199",    14.8,     8.0,"     1,114",    91.7
Lincoln-Sudbury,06950000,"     1,524",     1.9,     0.9,"     1,511",    98.9
Littleton,01580000,"     1,688",     2.4,     1.2,"     1,669",    98.7
Longmeadow,01590000,"     2,908",     3.2,     2.1,"     2,857",    98.6
Lowell,01600000,"    15,458",    12.6,     7.2,"    14,684",    92.7
Lowell Community Charter Public (District),04560000,       822,     3.4,     1.9,       822,    96.6
Lowell Middlesex Academy Charter (District),04580000,       135,    52.6,    31.1,       105,    61.0
Ludlow,01610000,"     2,616",     6.1,     3.4,"     2,558",    96.1
Lunenburg,01620000,"     1,701",     5.9,     3.6,"     1,656",    96.7
Lynn,01630000,"    16,784",    12.6,     8.0,"    16,184",    92.0
Lynnfield,01640000,"     2,222",     1.8,     0.9,"     2,204",    99.1
Ma Academy for Math and Science,04680000,        99,     1.0,     0.0,        99,    99.0
Malden,01650000,"     6,946",    16.5,    11.9,"     6,531",    89.1
Manchester Essex Regional,06980000,"     1,384",     2.2,     1.4,"     1,370",    98.8
Mansfield,01670000,"     3,740",     3.9,     2.6,"     3,674",    97.8
Map Academy Charter School (District),35170000,       178,    16.9,     9.6,       162,    91.4
Marblehead,01680000,"     3,001",     3.0,     1.4,"     2,972",    98.0
Marblehead Community Charter Public (District),04640000,       213,     6.6,     3.8,       206,    96.6
Marion,01690000,       449,     6.9,     5.6,       435,    96.1
Marlborough,01700000,"     5,098",    14.6,     9.9,"     4,786",    91.5
Marshfield,01710000,"     4,037",     3.7,     2.3,"     3,966",    98.2
